,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
19114,,,,,6.79,15.6,40.8,1,3.6,19.9,559.9
19118,,,,,6.64,14.61,9.7,0,1.4,52.1,201.6
19130,,,,,6.69,12.91,15.9,0,1.9,116.6,399.8
19139,,,,,6.48,15.46,15.9,0,2.0,40.1,298.4
19142,,,,,6.75,11.44,11.5,2,1.3,57.0,192.1
19143,,,,,6.99,10.96,7.2,2,1.0,46.3,159.8
19144,,,,,6.04,11.28,12.2,0,1.8,29.5,163.4
19171,,,,,6.0,16.43,27.6,0,3.1,29.1,97.5
19188,,,,,6.58,11.05,13.5,0,1.2,65.6,140.1
19189,,,,,6.19,10.7,19.9,0,1.6,82.7,279.5
19198,,,,,6.21,10.75,28.1,0,2.0,87.5,149.3
19202,,,,,6.02,13.58,19.8,0,1.8,99.5,254.8
19203,,,,,6.86,19.77,10.1,1,1.3,66.7,288.5
19205,,,,,6.33,13.26,9.0,2,1.0,54.8,202.5
19211,,,,,6.43,14.57,54.5,3,5.5,58.4,214.0
19250,,,,,6.78,14.53,10.2,4,1.3,69.8,126.4
19254,,,,,6.38,16.89,9.1,0,1.1,23.7,181.8
19266,,,,,6.05,17.73,10.1,0,1.2,80.3,222.4
19268,,,,,6.15,13.7,7.4,1,0.9,38.4,73.3
19273,,,,,6.99,13.7,12.0,3,1.3,73.4,151.5
19275,,,,,6.7,12.89,11.4,0,1.5,36.7,132.3
19282,,,,,6.95,17.56,11.6,1,1.5,46.4,191.5
19283,,,,,6.79,10.4,10.9,2,1.2,45.6,165.2
19285,,,,,6.82,12.07,13.3,2,1.5,66.2,269.5
19291,,,,,6.13,10.77,11.7,0,1.4,53.8,280.4
19293,,,,,6.78,11.54,12.8,0,1.5,78.9,162.1
19305,,,,,6.98,19.01,14.2,2,1.5,62.0,194.9
19307,,,,,6.12,12.64,16.5,0,1.6,69.6,146.5
19318,,,,,6.71,11.29,9.2,3,1.1,70.7,133.2
19328,,,,,6.91,14.77,7.6,2,0.9,47.4,86.4
19331,,,,,6.55,15.28,27.5,2,2.9,25.5,408.8
19342,,,,,6.42,17.73,11.5,0,1.4,31.6,85.6
19347,,,,,6.57,17.11,14.9,2,1.7,59.8,309.6
19350,,,,,6.08,14.63,20.1,0,2.1,76.3,157.1
19351,,,,,6.74,12.49,13.1,1,1.4,38.6,177.6
19354,,,,,6.27,14.17,29.0,1,2.1,69.0,135.8
19368,,,,,6.82,11.51,17.1,0,1.9,47.4,441.2
19373,,,,,6.5,10.8,9.9,0,1.1,53.3,180.8
19386,,,,,6.58,17.47,16.5,1,2.0,56.9,335.1
19402,,,,,6.41,13.46,31.5,0,3.3,29.3,106.5
19404,,,,,6.64,10.71,12.3,1,1.5,100.8,207.4
19407,,,,,6.15,17.82,20.4,2,2.4,40.5,246.3
19410,,,,,6.18,18.33,52.7,0,5.6,35.4,362.8
19425,,,,,6.28,19.59,30.6,0,3.4,53.2,296.2
19442,,,,,6.79,11.27,21.9,1,2.5,87.2,26.3
19463,,,,,6.72,11.87,16.5,3,1.7,22.2,84.4
19468,,,,,6.75,17.42,7.1,1,0.9,19.1,77.5
19474,,,,,6.67,17.46,42.3,5,2.3,16.5,33.7
19491,,,,,6.9,15.85,21.6,3,2.3,73.0,446.0
19495,,,,,6.01,11.03,12.4,0,1.3,109.2,163.8
19496,,,,,6.88,11.91,16.2,0,1.4,69.8,138.4
19503,,,,,6.72,10.7,11.2,0,1.3,96.4,96.3
19520,,,,,6.65,10.15,12.7,0,1.6,51.0,246.2
19535,,,,,6.75,17.87,20.5,1,2.4,39.9,109.4
19544,,,,,6.99,11.23,11.3,1,1.3,43.3,259.3
19546,,,,,6.0,16.24,14.0,1,1.4,65.8,123.4
19551,,,,,6.09,18.86,25.1,0,2.0,55.5,74.8
19554,,,,,6.28,15.83,12.7,0,1.3,37.3,130.9
19561,,,,,6.12,17.7,12.1,0,1.5,88.1,119.4
19563,,,,,6.13,15.17,32.4,0,2.1,41.6,86.2
19565,,,,,6.62,18.38,10.0,0,1.4,45.3,135.7
19585,,,,,6.76,18.77,16.9,1,2.1,92.3,349.3
19612,,,,,6.38,17.26,11.4,0,1.3,56.2,191.3
19616,,,,,6.49,13.92,11.0,0,1.4,44.3,243.0
19617,,,,,6.65,12.98,9.0,0,1.0,40.9,188.4
19618,,,,,6.55,16.73,23.9,0,2.8,103.0,454.7
19622,,,,,6.78,15.97,14.4,3,1.3,16.8,36.4
19625,,,,,6.79,10.18,11.6,0,1.2,32.9,49.7
19628,,,,,6.03,10.44,8.1,0,1.0,57.8,238.6
19651,,,,,6.47,18.02,16.6,0,2.1,115.1,271.8
19673,,,,,6.14,15.11,8.7,0,1.0,75.5,151.8
19675,,,,,6.59,12.7,12.8,0,1.5,38.2,191.1
19679,,,,,6.29,12.55,9.6,0,1.1,9.1,109.2
19682,,,,,6.05,11.44,30.3,1,3.2,23.3,106.2
19683,,,,,6.48,18.99,11.1,1,1.5,49.3,187.1
19687,,,,,6.59,14.0,11.6,1,1.3,43.8,147.0
19699,,,,,6.05,12.9,53.1,1,5.0,23.3,81.4
19705,,,,,6.9,18.09,12.9,3,1.6,37.6,88.2
19709,,,,,6.32,19.97,28.7,1,3.2,24.8,233.4
19718,,,,,6.85,18.8,49.2,12,4.9,23.6,257.7
19758,,,,,6.18,11.82,9.7,0,1.1,61.6,418.4
19765,,,,,6.34,13.26,13.7,0,1.7,76.3,238.9
19774,,,,,6.93,13.09,23.9,1,2.9,75.8,114.8
19782,,,,,6.3,14.2,4.8,0,0.6,22.5,84.5
19800,,,,,6.45,19.6,12.5,1,1.4,56.6,190.6
19821,,,,,6.05,11.01,22.0,0,2.6,15.4,60.1
19838,,,,,6.43,19.42,10.1,0,1.3,52.1,281.6
19839,,,,,6.56,17.36,14.7,1,2.0,62.2,347.2
19861,,,,,6.26,10.57,15.3,0,2.4,40.1,161.0
19866,,,,,6.49,12.36,11.0,1,1.1,54.4,94.1
19893,,,,,6.26,19.05,17.7,1,2.3,37.3,235.2
19896,,,,,6.19,16.6,12.7,0,1.6,60.2,339.5
19897,,,,,6.46,16.25,15.8,1,2.0,63.8,122.1
19901,,,,,6.23,15.27,10.2,1,1.4,44.6,174.3
19902,,,,,6.32,18.76,15.2,1,1.8,61.2,185.6
19916,,,,,6.75,12.39,11.2,2,1.4,42.7,221.7
19919,,,,,6.22,18.0,16.2,1,2.0,28.4,174.5
19921,,,,,6.76,19.24,8.5,0,1.1,24.2,142.9
19934,,,,,6.31,12.63,15.6,1,1.9,46.7,331.5
19936,,,,,6.53,17.51,7.9,2,1.1,45.6,155.2
19948,,,,,6.44,13.99,11.6,1,1.4,27.6,167.4
19950,,,,,6.14,18.24,12.6,0,1.6,63.6,241.1
19953,,,,,6.34,19.15,14.0,0,1.8,58.6,300.7
19954,,,,,6.12,16.85,13.9,0,1.6,46.6,159.0
19972,,,,,6.59,19.0,8.2,1,0.9,42.7,97.0
19977,,,,,6.14,14.51,11.5,0,1.5,47.3,127.2
19980,,,,,6.27,14.81,11.6,0,1.4,50.2,85.3
20010,,,,,6.0,11.83,20.0,1,2.3,62.3,203.8
20014,,,,,6.13,18.48,7.3,1,0.9,42.0,127.1
20023,,,,,6.0,17.43,9.9,0,1.2,23.0,97.3
20106,,,,,6.38,18.85,31.6,1,3.3,38.4,93.5
20113,,,,,6.11,14.23,16.3,0,1.4,78.8,56.2
20114,,,,,6.93,17.05,15.7,1,1.9,76.1,162.4
20117,,,,,6.15,18.06,32.0,0,3.6,61.3,113.3
20149,,,,,6.75,19.73,16.3,1,1.8,59.8,182.6
20152,,,,,6.41,17.72,10.3,1,1.3,70.9,204.6
20278,,,,,6.48,16.72,15.5,1,1.9,91.2,164.9
20279,,,,,6.9,16.02,10.1,1,1.4,144.2,298.9
20283,,,,,6.8,18.09,23.1,1,2.6,58.2,355.3
20287,,,,,6.56,18.52,12.7,0,1.7,28.6,171.2
20293,,,,,6.97,16.9,12.7,1,1.7,32.3,319.1
20296,,,,,6.65,10.86,29.8,2,3.3,31.5,328.4
20297,,,,,6.39,19.94,35.6,1,3.9,35.1,150.1
20299,,,,,6.97,15.88,14.4,1,1.8,79.5,274.5
20303,,,,,6.91,11.8,18.9,1,2.3,68.5,278.3
20335,,,,,6.59,16.15,32.0,1,3.1,52.7,408.1
20340,,,,,6.19,14.98,15.1,0,1.9,52.2,264.2
20350,,,,,6.14,10.88,18.1,0,1.9,49.2,197.9
20352,,,,,6.14,13.34,7.9,0,1.1,55.2,162.7
20358,,,,,6.58,19.02,14.7,1,1.3,67.4,108.6
20363,,,,,6.57,15.47,11.7,1,1.5,39.3,86.2
20376,,,,,6.8,14.7,15.0,1,1.8,88.2,374.8
20380,,,,,6.87,18.33,12.0,3,1.5,85.2,304.2
20384,,,,,6.34,10.65,13.3,1,1.5,67.2,274.5
20393,,,,,6.05,10.97,11.2,1,1.2,23.2,65.8
20395,,,,,6.7,17.19,8.3,3,1.0,29.4,130.3
20396,,,,,6.92,17.29,7.5,1,1.0,13.7,106.4
20441,,,,,6.45,16.35,15.5,0,1.6,74.1,171.4
20451,,,,,6.01,18.13,9.8,0,1.2,42.2,150.0
20453,,,,,6.65,15.47,11.1,0,1.7,48.5,137.2
20454,,,,,6.24,17.19,13.4,0,1.4,50.2,162.5
20462,,,,,6.4,12.13,16.2,0,1.9,42.8,212.5
20471,,,,,6.15,10.83,13.8,0,1.6,54.2,146.0
20477,,,,,6.48,16.92,41.4,1,4.2,79.2,922.6
20481,,,,,6.35,12.46,20.7,3,1.2,32.6,108.2
20484,,,,,6.59,18.86,11.2,1,1.3,65.3,219.7
20489,,,,,6.53,19.63,36.6,2,3.4,43.5,263.6
20490,,,,,6.65,12.3,21.0,2,2.3,41.0,132.4
20496,,,,,6.59,11.7,27.9,4,2.5,9.1,199.3
20504,,,,,6.74,18.64,43.2,11,4.0,14.5,292.6
20509,,,,,6.38,15.2,48.2,4,4.4,33.7,371.1
20532,,,,,6.78,16.54,23.6,1,2.5,51.3,199.4
20533,,,,,6.25,11.09,40.2,2,3.3,13.0,150.7
20556,,,,,6.6,15.47,32.7,2,3.4,32.2,292.8
20561,,,,,6.76,16.21,13.2,2,1.5,39.9,255.0
20563,,,,,6.37,14.15,6.9,0,0.8,45.2,91.1
20572,,,,,6.31,18.67,9.9,1,1.4,81.2,160.3
20590,,,,,6.44,14.68,15.8,0,1.8,44.5,168.4
20592,,,,,6.5,13.41,14.5,1,1.6,66.8,261.6
20597,,,,,6.84,15.5,35.2,12,3.5,11.8,235.2
20599,,,,,6.36,13.64,18.6,1,2.4,34.6,175.9
20618,,,,,6.48,13.42,24.4,0,3.1,101.4,411.5
20621,,,,,6.76,13.99,42.2,5,4.9,26.5,101.8
20637,,,,,6.0,17.45,15.4,0,1.9,65.3,123.0
20642,,,,,6.76,10.42,22.3,2,2.7,74.9,371.4
20643,,,,,6.77,10.38,22.5,0,2.7,112.0,419.7
20652,,,,,6.92,14.72,34.6,8,3.9,28.9,112.9
20653,,,,,6.25,10.42,22.7,1,2.2,56.8,269.4
20664,,,,,6.15,12.79,10.4,0,1.3,69.3,106.2
20672,,,,,6.3,10.07,20.4,1,2.2,21.7,68.2
20676,,,,,6.27,13.46,11.3,0,1.5,50.8,149.1
20691,,,,,6.94,19.08,23.0,4,2.7,17.5,165.3
20708,,,,,6.08,10.34,30.5,0,3.4,55.2,162.6
20717,,,,,6.27,17.52,16.7,0,2.1,38.9,127.6
20718,,,,,6.89,14.18,13.3,0,1.8,45.9,111.2
20729,,,,,6.5,16.03,9.7,0,1.5,44.9,143.6
20734,,,,,6.22,14.01,18.8,0,2.1,58.4,163.2
20742,,,,,6.28,14.46,13.6,0,1.8,39.1,96.1
20743,,,,,6.55,11.88,12.4,0,1.5,67.5,272.2
20748,,,,,6.48,19.36,20.1,0,2.1,24.1,163.2
20753,,,,,6.79,16.24,24.9,1,2.8,47.2,327.0
20757,,,,,6.94,16.05,16.5,1,2.0,49.8,195.1
20768,,,,,6.14,14.88,9.2,0,1.3,64.5,156.7
20775,,,,,6.93,13.16,10.9,0,1.5,33.3,384.9
20776,,,,,6.36,17.15,26.2,1,2.9,38.7,152.4
20785,,,,,6.09,11.01,28.1,0,3.0,68.9,348.4
20787,,,,,6.37,11.11,14.6,0,1.8,40.3,267.5
20788,,,,,6.81,12.19,16.3,0,2.2,37.2,318.2
20790,,,,,6.56,11.41,17.8,0,2.0,48.0,252.9
20793,,,,,6.16,10.89,16.0,0,2.0,19.8,71.7
20795,,,,,6.67,18.81,13.7,1,1.6,31.4,75.5
20806,,,,,6.8,10.03,14.4,0,1.9,43.1,99.8
20811,,,,,6.18,11.19,33.8,0,3.5,60.5,85.7
20825,,,,,6.56,14.92,33.7,1,3.0,67.8,540.6
20849,,,,,6.46,10.96,25.2,0,2.8,69.2,217.1
20861,,,,,6.38,14.09,12.4,1,1.6,23.3,90.1
20865,,,,,6.65,18.09,39.0,0,2.9,57.4,269.7
20870,,,,,6.16,19.68,24.1,0,2.7,55.5,148.4
20891,,,,,6.34,10.41,12.6,0,1.6,51.2,118.8
20895,,,,,6.36,10.04,12.1,0,1.5,34.3,166.4
20896,,,,,6.92,10.99,14.0,0,1.8,60.3,88.4
20902,,,,,6.53,16.06,20.0,0,2.2,40.5,278.8
20915,,,,,6.65,12.56,16.0,1,2.0,47.5,230.6
20918,,,,,6.43,18.73,44.6,1,4.8,41.4,245.5
20926,,,,,6.41,12.05,12.8,0,1.7,53.3,184.7
20946,,,,,6.41,17.61,17.1,0,2.1,34.9,240.5
20948,,,,,6.16,17.54,18.5,0,2.3,31.3,165.5
20957,,,,,6.16,10.37,12.3,1,1.6,35.5,176.4
20969,,,,,6.59,10.84,12.7,0,1.5,40.6,99.2
20975,,,,,6.18,14.4,16.0,0,2.2,41.1,178.1
20977,,,,,6.44,12.75,15.6,0,1.9,38.6,152.6
20991,,,,,6.04,12.38,46.0,0,3.8,28.2,123.2
20992,,,,,6.4,12.0,22.5,1,2.2,163.7,314.5
20997,,,,,6.77,16.65,11.3,0,1.4,42.9,90.2
21001,,,,,6.37,11.32,16.4,3,2.0,29.8,149.8
21003,,,,,6.48,16.13,43.5,0,4.5,32.9,140.8
21041,,,,,6.05,16.6,24.5,0,2.1,17.0,171.3
21047,,,,,6.76,13.9,13.9,1,1.3,12.1,216.5
21063,,,,,6.72,12.74,22.8,0,2.7,57.2,578.0
21071,,,,,6.23,11.02,6.7,0,0.8,3.0,138.2
21084,,,,,6.77,13.43,31.2,1,3.2,3.4,253.1
21086,,,,,6.08,12.53,13.1,0,1.2,9.7,240.8
21136,,,,,6.05,10.0,14.1,0,1.5,11.8,186.9
21137,,,,,6.44,10.9,7.3,0,1.1,30.0,79.7
21148,,,,,6.6,11.07,15.2,1,1.7,41.0,271.6
21150,,,,,6.61,13.93,6.3,0,0.9,32.9,299.9
21159,,,,,6.53,15.31,13.1,0,1.4,15.5,298.8
21160,,,,,6.22,13.51,36.0,3,2.2,7.8,119.0
21164,,,,,6.59,11.29,17.0,1,1.7,38.7,280.9
21170,,,,,6.29,19.6,27.9,0,2.7,8.7,226.6
21184,,,,,6.54,11.53,20.7,1,2.0,33.6,272.8
21186,,,,,6.48,11.6,16.9,0,1.7,6.7,278.6
21187,,,,,6.71,13.91,16.2,3,1.4,18.6,175.8
21190,,,,,6.68,11.95,17.8,0,1.8,24.1,245.3
21191,,,,,6.04,11.81,21.1,0,2.2,5.0,95.6
21204,,,,,6.1,11.71,13.5,0,1.9,4.0,204.8
21216,,,,,6.35,12.25,13.6,0,1.5,13.5,205.9
21218,,,,,6.54,10.58,15.7,0,2.1,36.0,288.5
21239,,,,,6.44,14.86,16.0,0,1.9,7.8,338.1
21244,,,,,6.64,10.86,30.7,3,2.7,38.5,324.2
21261,,,,,6.86,18.78,32.5,3,3.2,5.9,408.9
21269,,,,,6.48,14.09,11.6,0,1.5,17.8,140.5
21271,,,,,6.59,10.26,34.5,1,4.0,7.3,214.3
21286,,,,,6.07,10.88,14.5,1,1.6,35.2,203.4
21289,,,,,6.41,10.54,14.5,0,1.5,22.3,153.4
21297,,,,,6.49,16.85,14.4,0,1.6,8.6,145.6
21298,,,,,6.63,10.03,32.7,1,3.4,6.0,289.0
21309,,,,,6.42,10.12,15.4,0,1.8,8.8,192.5
21318,,,,,6.45,14.68,18.6,1,2.4,6.2,166.9
21323,,,,,6.04,10.61,20.3,0,2.0,46.4,410.5
21343,,,,,6.35,11.06,14.2,1,1.5,67.7,207.3
21350,,,,,6.5,18.85,18.7,1,2.1,51.6,375.3
21359,,,,,6.7,10.26,20.3,1,1.8,22.2,197.0
21360,,,,,6.27,17.2,19.5,1,1.9,10.3,199.3
21363,,,,,6.27,13.43,16.4,1,1.8,6.9,198.2
21373,,,,,6.9,10.58,15.7,3,1.8,11.8,224.9
21382,,,,,6.39,12.59,29.9,0,3.0,57.1,251.0
21383,,,,,6.54,17.42,8.4,0,1.1,13.7,91.4
21384,,,,,6.43,15.68,6.1,0,0.9,11.7,139.7
21389,,,,,6.26,13.8,32.1,1,3.1,20.9,734.0
21393,,,,,6.34,17.99,12.0,0,1.5,58.2,256.7
21409,,,,,6.29,13.56,9.5,1,1.3,19.2,134.8
21412,,,,,6.52,15.63,47.5,1,4.2,31.1,245.6
21413,,,,,6.53,11.55,18.7,1,2.0,71.1,258.3
21424,,,,,6.39,10.75,20.4,0,2.4,52.9,245.0
21425,,,,,6.24,10.31,19.0,0,1.9,18.2,223.0
21435,,,,,6.98,14.36,14.0,4,1.5,38.5,280.9
21439,,,,,6.98,11.5,13.9,0,1.6,17.9,179.4
21449,,,,,6.43,18.64,17.3,1,1.8,81.3,312.9
21450,,,,,6.59,10.85,45.3,1,4.5,8.3,319.9
21464,,,,,6.58,12.38,16.8,1,1.7,12.2,202.6
21465,,,,,6.65,11.19,37.7,1,3.9,12.2,231.8
21485,,,,,6.62,14.09,16.9,1,1.8,7.6,202.3
21490,,,,,6.35,16.12,9.5,1,1.1,94.0,160.9
21503,,,,,6.64,19.59,15.3,1,1.8,70.5,263.4
21514,,,,,6.82,16.27,17.3,2,2.2,88.2,288.9
21518,,,,,6.39,11.75,10.1,0,1.3,49.4,168.2
21520,,,,,6.83,12.05,8.7,0,1.2,106.5,221.1
21532,,,,,6.26,15.33,15.6,0,2.0,94.5,555.1
21554,,,,,6.95,19.86,11.4,1,1.3,28.7,167.6
21556,,,,,6.45,16.42,10.0,0,1.3,44.9,188.4
21564,,,,,6.85,18.34,19.4,3,2.3,32.2,153.0
21565,,,,,6.11,12.84,28.1,0,3.0,41.5,124.6
21578,,,,,6.27,17.51,33.3,0,2.5,15.1,217.1
21580,,,,,6.15,19.04,37.7,0,3.7,41.9,468.6
21606,,,,,6.1,17.69,28.1,0,3.1,18.5,45.3
21611,,,,,6.4,10.37,21.8,1,2.5,31.5,43.6
21623,,,,,6.68,18.31,25.0,0,2.7,8.1,18.7
21627,,,,,6.22,13.64,20.2,0,2.1,10.6,1047.8
21634,,,,,6.6,11.83,9.8,1,1.1,34.9,221.8
21635,,,,,6.53,11.22,16.3,1,1.9,50.1,256.0
21707,,,,,6.82,11.09,18.9,6,1.7,9.8,43.1
21722,,,,,6.37,10.27,11.8,0,1.3,49.7,176.5
21735,,,,,6.04,15.53,11.1,0,1.4,36.0,149.4
21738,,,,,6.39,14.52,20.6,0,2.1,73.0,287.3
21757,,,,,6.23,13.51,54.3,1,5.9,14.1,74.5
21758,,,,,6.02,15.36,33.7,0,3.7,17.2,19.9
21761,,,,,6.16,14.65,13.9,0,1.8,44.1,189.3
21767,,,,,6.48,19.39,48.9,3,5.8,50.2,65.1
21782,,,,,6.11,18.51,23.2,0,2.6,78.5,207.2
21798,,,,,6.16,19.03,17.3,0,2.2,31.1,66.8
21821,,,,,6.74,19.74,17.5,1,2.2,62.6,212.2
