,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
21381,,,,,5.54,12.07,14.5,0,1.9,5.0,120.8
21388,,,,,5.98,14.8,23.4,1,2.4,24.9,343.7
21395,,,,,5.94,18.91,16.1,0,1.8,30.0,122.0
21396,,,,,5.52,10.26,12.7,0,1.4,29.3,183.1
21414,,,,,5.87,11.15,18.3,0,2.0,44.6,335.6
21422,,,,,5.76,18.21,9.8,0,0.9,14.2,131.9
21507,,,,,5.98,13.9,18.8,0,1.8,50.4,89.6
21530,,,,,5.93,11.17,9.0,0,1.2,50.4,118.7
21540,,,,,5.57,12.12,24.4,0,1.5,126.5,149.3
21542,,,,,5.64,13.27,29.2,0,3.7,83.0,70.2
21550,,,,,5.96,10.11,27.4,0,3.4,54.4,79.2
21588,,,,,5.69,13.94,12.1,0,1.5,32.3,174.0
21590,,,,,5.85,13.68,16.5,0,1.6,24.4,134.2
21617,,,,,5.89,13.19,24.1,0,2.6,19.6,67.5
21659,,,,,5.53,17.15,10.5,0,1.4,38.2,218.1
21740,,,,,5.68,14.31,13.5,0,1.8,22.0,37.7
21778,,,,,5.96,19.28,22.3,0,2.5,58.6,312.5
21779,,,,,5.54,14.1,36.0,0,3.9,29.6,343.2
21799,,,,,5.86,15.41,12.6,0,1.6,59.9,165.7
21816,,,,,5.62,16.91,24.5,0,3.0,27.6,146.9
