,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
4237,21.0,31.0,12.0,57.0,6.15,20.8,17.9,1,2.4,69.7,146.5
4240,43.0,28.0,16.0,56.0,6.84,45.5,44.1,3,3.8,0.0,124.7
4245,32.0,8.0,56.0,36.0,6.86,134.0,255.2,20,15.8,13.9,150.8
4262,,,,,6.99,101.7,78.6,43,9.4,130.4,281.0
4263,,,,,6.44,41.5,41.7,1,3.1,45.1,245.7
4299,,,,,6.46,22.9,16.6,1,2.0,24.7,173.2
4304,,,,,6.38,13.77,10.3,0,1.5,16.7,63.5
4307,,,,,6.07,12.71,17.7,0,1.5,63.0,77.3
4311,,,,,6.4,16.13,18.4,0,2.2,33.9,135.4
4314,,,,,6.15,136.6,61.4,2,5.7,70.4,563.0
4318,,,,,6.68,69.2,24.5,1,2.7,87.4,501.7
4336,,,,,6.01,30.0,17.1,0,1.7,56.3,21.1
4338,,,,,6.24,17.38,12.1,0,1.6,89.2,164.4
4340,,,,,6.48,57.0,43.4,1,3.8,97.6,434.1
4346,,,,,6.25,74.0,34.6,3,3.9,25.4,75.4
4357,,,,,6.18,21.9,20.9,1,2.4,37.0,212.6
4358,,,,,6.29,73.7,35.0,0,4.0,43.2,477.6
4360,,,,,6.49,67.2,42.0,3,4.9,108.3,523.3
4361,,,,,7.0,57.9,53.6,27,6.0,78.8,457.6
4368,,,,,6.7,37.1,22.9,1,2.5,61.2,136.3
4373,,,,,6.27,11.12,17.7,1,2.1,8.5,128.2
4374,,,,,6.48,37.5,55.7,2,6.2,8.7,201.9
4382,,,,,6.98,56.5,56.5,12,5.4,54.8,477.1
4389,,,,,6.71,54.6,24.2,3,3.3,13.4,67.6
4403,,,,,6.53,28.2,14.1,1,1.6,23.3,130.9
4406,,,,,6.61,28.9,33.8,1,2.9,35.6,80.7
4408,,,,,6.81,84.6,30.3,11,3.7,78.0,206.0
4411,,,,,6.5,58.7,54.5,2,6.0,20.8,111.5
4415,,,,,6.63,24.0,18.8,0,2.2,46.7,288.5
4425,,,,,6.38,15.93,19.5,0,2.1,50.1,341.3
4429,,,,,6.17,13.93,20.2,0,2.3,29.1,177.8
4436,,,,,6.45,15.41,14.0,0,1.6,40.4,163.9
4437,,,,,7.0,40.8,24.4,1,3.0,38.2,402.8
4448,,,,,6.83,10.83,15.5,0,2.0,19.0,101.7
4450,,,,,6.58,51.3,50.9,3,3.1,84.1,513.7
4454,,,,,6.23,35.8,15.9,1,1.8,36.4,241.0
4456,,,,,6.62,42.1,31.6,1,3.6,20.7,157.1
4458,,,,,6.87,20.4,21.3,3,2.4,69.3,315.7
4460,,,,,6.96,28.5,20.6,3,2.0,37.0,265.6
4461,,,,,6.95,29.3,63.6,20,6.9,16.7,270.5
4463,,,,,6.4,38.0,15.7,0,2.1,21.7,89.5
4464,,,,,6.9,18.34,11.3,1,1.3,62.5,181.1
4471,,,,,6.1,21.7,21.0,0,1.9,41.3,142.8
4473,,,,,6.0,11.57,42.2,0,4.4,17.6,273.0
4477,,,,,6.34,28.7,21.3,1,2.4,11.8,47.3
4479,,,,,6.4,30.7,23.5,2,2.6,30.7,375.9
4485,,,,,6.26,17.77,11.9,0,1.3,42.2,66.3
4516,,,,,6.76,12.1,9.5,0,1.2,69.2,72.7
4522,,,,,6.48,33.1,22.3,2,2.2,43.7,53.2
4525,,,,,6.25,91.8,55.1,1,5.9,26.0,146.7
4527,,,,,6.5,21.2,18.5,0,2.2,21.9,119.3
4536,,,,,6.79,45.1,24.8,2,3.4,48.8,216.6
4552,,,,,6.58,20.2,20.8,1,2.4,48.6,235.4
4554,,,,,6.54,22.5,30.1,1,3.3,12.5,137.4
4558,,,,,6.94,19.19,21.8,1,2.5,25.0,145.2
4559,,,,,6.92,11.55,10.0,0,1.2,29.8,76.9
4560,,,,,6.75,14.38,8.7,0,1.1,34.2,68.6
4561,,,,,6.96,14.88,9.8,0,1.2,44.7,73.5
4562,,,,,6.78,29.9,16.0,0,1.9,137.6,487.2
4571,,,,,6.67,14.4,48.9,3,3.8,106.4,253.6
4582,,,,,6.3,15.6,7.7,0,1.0,34.5,115.9
4590,,,,,6.47,18.92,39.4,0,3.6,56.3,215.2
4595,,,,,6.11,19.47,16.4,0,2.0,71.6,226.4
4597,,,,,6.05,35.1,59.8,1,5.7,135.5,137.9
4598,,,,,6.48,24.5,19.3,0,2.0,22.2,110.7
4600,,,,,6.36,18.3,19.8,3,2.1,38.4,134.4
4613,,,,,6.2,45.2,27.5,0,3.3,37.9,78.2
4617,,,,,6.97,15.5,25.5,3,2.7,27.8,191.2
4623,,,,,6.88,23.8,16.4,1,1.5,26.1,121.5
4634,,,,,6.99,15.47,20.4,2,2.4,12.8,110.6
4635,,,,,6.79,13.06,30.1,2,3.1,38.5,147.0
4637,,,,,6.0,64.3,33.1,1,3.2,20.6,183.4
4638,,,,,6.36,23.5,15.8,1,1.6,88.4,79.1
4648,,,,,6.4,15.72,23.9,1,2.5,37.7,309.0
4650,,,,,6.77,25.9,15.0,0,1.8,51.4,126.2
4652,,,,,6.44,28.3,28.4,0,3.5,52.3,238.0
4657,,,,,6.62,84.4,75.4,3,6.9,17.7,211.0
4660,,,,,6.68,47.5,13.6,1,1.7,22.1,123.7
4663,,,,,6.63,52.5,39.1,1,3.5,129.8,259.0
4670,,,,,6.61,49.9,52.3,3,5.8,15.5,160.3
4672,,,,,6.53,46.9,17.7,0,2.3,51.3,155.1
4674,,,,,6.06,23.8,14.9,0,1.8,36.6,103.8
4676,,,,,6.83,84.0,67.3,7,7.1,24.3,61.3
4682,,,,,6.05,14.73,33.0,1,3.1,102.4,191.5
4688,,,,,6.42,71.3,26.8,3,3.2,111.4,427.8
4693,,,,,6.22,10.27,29.6,1,3.0,31.7,57.5
4702,,,,,6.67,20.0,14.9,2,1.6,33.5,108.8
4706,,,,,6.81,48.0,58.3,3,3.2,19.1,148.8
4710,,,,,6.25,18.23,14.9,0,1.6,89.9,201.6
4711,,,,,6.4,18.81,12.3,0,1.5,20.7,97.1
4713,,,,,6.28,15.35,17.4,0,1.7,20.8,129.1
4718,,,,,6.09,29.6,65.2,0,6.8,40.8,210.5
4722,,,,,6.71,108.2,33.8,10,3.8,41.0,151.1
4726,,,,,6.87,29.0,20.7,0,2.0,37.0,77.5
4728,,,,,6.18,22.9,30.2,0,2.4,51.0,130.4
4732,,,,,6.31,23.5,15.1,0,1.7,73.8,142.2
4739,,,,,6.89,108.3,63.0,16,6.3,158.6,435.3
4742,,,,,6.26,40.9,35.8,0,3.3,50.1,122.5
4754,,,,,6.99,26.5,20.9,3,2.0,70.1,267.6
4761,,,,,6.62,40.7,34.2,11,4.1,30.2,136.2
4764,,,,,6.43,33.5,25.1,0,3.1,67.8,349.1
4767,,,,,6.49,95.5,98.2,1,8.5,35.2,71.8
4771,,,,,6.61,95.0,44.2,15,4.9,167.8,643.1
4778,,,,,6.79,30.3,21.4,2,2.2,69.5,112.5
4779,,,,,6.07,118.7,60.9,1,5.6,28.8,160.5
4780,,,,,6.46,15.09,30.8,2,3.3,28.5,135.4
4783,,,,,6.09,11.67,25.5,0,3.0,29.4,159.6
4784,,,,,6.5,24.5,57.8,3,5.8,51.9,192.3
4787,,,,,6.23,12.76,49.4,1,4.9,22.9,301.1
4789,,,,,6.68,31.4,44.0,4,5.1,138.0,1055.8
4792,,,,,6.65,35.1,41.7,5,4.8,42.2,136.1
4794,,,,,6.69,26.7,34.6,0,3.1,27.1,137.8
4796,,,,,6.57,37.2,60.2,0,5.9,38.8,585.0
4804,,,,,6.37,20.1,11.7,0,1.2,42.4,174.0
4805,,,,,6.8,27.7,22.9,0,2.8,28.2,130.5
4806,,,,,6.2,40.2,19.7,0,2.3,61.7,200.8
4810,,,,,6.12,30.4,56.5,0,5.1,94.0,510.7
4814,,,,,6.84,13.58,20.6,1,2.2,14.6,192.3
4820,,,,,6.25,22.1,16.7,0,1.9,33.7,116.9
4821,,,,,6.45,20.3,27.2,0,3.0,70.0,133.8
4829,,,,,6.54,35.5,18.2,0,2.0,36.8,295.5
4831,,,,,6.16,22.5,20.5,0,2.2,24.4,208.1
4836,,,,,6.48,25.7,25.8,1,2.9,40.7,304.1
4843,,,,,6.2,10.22,25.7,1,2.3,6.5,237.2
4844,,,,,6.68,13.91,38.5,3,3.9,12.4,212.0
4848,,,,,6.87,14.57,55.3,9,4.2,9.4,207.2
4850,,,,,6.99,17.97,45.8,14,4.6,7.1,326.9
4851,,,,,6.98,28.2,36.3,18,3.8,8.0,225.3
4853,,,,,6.42,13.1,26.9,1,2.9,6.0,138.9
4875,,,,,6.34,20.1,13.3,1,1.6,67.2,307.3
4883,,,,,6.34,10.04,40.8,1,3.3,9.4,435.4
4893,,,,,6.96,21.0,14.1,5,1.5,44.8,241.5
4895,,,,,6.73,20.8,30.3,4,3.0,29.0,263.7
4917,,,,,6.1,17.66,38.1,0,3.5,39.4,337.9
4946,,,,,6.35,18.14,85.1,3,5.5,9.2,113.1
4947,,,,,6.66,16.31,28.0,0,3.3,30.2,283.8
4960,,,,,6.81,12.27,18.0,1,2.0,69.1,129.4
4964,,,,,7.0,14.02,16.0,0,1.9,22.9,268.3
4967,,,,,6.47,12.22,24.3,1,2.7,33.6,173.4
4971,,,,,6.05,10.35,10.1,0,1.1,38.2,219.8
4972,,,,,6.68,86.8,39.3,7,3.8,222.9,517.9
4978,,,,,6.17,12.21,19.4,0,2.3,21.0,125.3
4979,,,,,6.18,13.93,50.5,0,3.4,23.0,561.8
4980,,,,,6.99,37.9,50.7,16,4.7,76.9,485.6
4986,,,,,6.82,20.9,62.8,22,4.8,14.8,111.3
4987,,,,,6.28,15.29,42.1,3,4.4,7.3,83.6
4989,,,,,6.65,11.4,15.5,0,2.2,24.7,152.2
5003,,,,,6.91,19.79,24.5,1,2.9,17.5,109.1
5005,,,,,6.51,24.7,12.2,0,1.7,43.5,345.3
5016,,,,,6.07,12.31,35.9,0,3.3,34.9,366.4
5023,,,,,6.92,21.8,50.3,3,5.6,6.4,154.6
5026,,,,,6.89,25.5,42.8,41,3.9,14.3,93.0
5032,,,,,6.71,17.64,17.6,1,2.5,23.1,213.7
5033,,,,,6.33,10.1,37.6,1,4.0,6.2,153.9
5040,,,,,6.9,65.6,158.7,18,10.4,20.8,158.3
5044,,,,,6.58,12.01,50.3,2,4.2,6.7,245.8
5051,,,,,6.58,19.08,41.4,37,2.7,5.2,66.8
5052,,,,,6.31,11.8,58.1,2,4.4,6.7,123.1
5054,,,,,6.74,10.82,38.2,18,3.0,3.4,53.3
5066,,,,,6.28,10.49,22.3,0,2.5,34.0,173.4
5068,,,,,6.61,12.57,54.7,5,4.2,10.2,136.0
5076,,,,,6.79,20.8,20.8,9,2.7,14.1,95.8
5080,,,,,6.7,10.98,27.8,15,2.4,0.0,49.0
5083,,,,,6.02,10.48,35.4,0,4.0,17.1,338.3
5086,,,,,6.73,22.4,66.5,2,6.2,26.7,132.3
5095,,,,,6.14,16.24,71.1,11,4.0,15.3,120.2
5098,,,,,6.1,14.19,60.6,0,5.8,8.3,92.7
5099,,,,,6.28,11.35,30.8,2,3.3,42.1,206.8
5100,,,,,6.39,28.4,101.2,16,7.7,18.1,161.5
5101,,,,,6.21,28.2,47.9,2,4.8,51.2,166.1
5108,,,,,6.25,20.1,60.9,2,7.0,26.4,88.7
5117,,,,,6.89,32.6,74.0,27,7.2,12.5,168.3
5122,,,,,6.99,23.5,83.6,74,5.3,9.3,157.5
5124,,,,,6.92,32.4,45.7,44,4.2,5.3,87.6
5132,,,,,6.05,18.09,87.2,0,7.3,6.9,263.5
5136,,,,,6.55,17.52,49.2,4,4.6,5.5,113.3
5139,,,,,6.72,16.04,59.0,6,4.5,9.1,62.3
5140,,,,,6.27,47.3,298.4,7,22.3,57.3,381.9
5141,,,,,6.38,30.4,167.7,18,9.4,18.8,131.7
5225,,,,,6.87,52.6,132.3,24,8.6,27.9,42.8
5391,,,,,6.81,56.7,472.8,0,17.4,44.8,825.3
5393,,,,,6.79,126.5,368.5,0,20.3,41.5,160.4
5483,,,,,6.79,153.7,314.7,0,14.3,53.0,209.1
5498,,,,,6.92,15.01,91.9,3,5.6,0.0,228.7
5503,,,,,6.54,57.9,450.1,1,26.1,33.3,86.1
5508,,,,,6.03,39.8,483.0,0,18.9,62.0,589.8
5549,,,,,6.03,18.75,261.2,1,11.6,15.2,72.0
5629,,,,,6.06,147.3,399.1,0,24.6,27.5,91.7
5690,,,,,6.81,66.3,148.0,10,8.0,20.9,121.7
5692,,,,,6.79,27.7,66.9,1,3.8,15.3,41.6
5701,,,,,6.08,30.6,170.7,1,12.5,21.1,104.7
5702,,,,,6.54,17.76,199.1,1,10.0,42.8,135.4
5726,,,,,6.21,15.98,19.6,0,2.2,28.9,121.9
5795,,,,,6.21,12.43,61.0,0,3.9,11.4,70.3
5807,,,,,6.89,39.2,70.6,0,4.6,4.6,107.2
5809,,,,,6.37,39.2,71.9,0,4.8,4.3,46.9
5810,,,,,6.74,60.9,104.0,0,5.9,11.2,49.7
5812,,,,,6.46,29.5,14.6,0,1.8,74.1,221.3
5816,,,,,6.73,20.7,50.2,3,4.6,23.6,219.9
5817,,,,,6.43,15.73,22.3,0,2.8,27.9,231.0
5842,,,,,6.39,81.6,93.7,0,7.8,15.1,146.4
5872,,,,,6.11,31.1,43.6,0,2.8,4.5,48.4
5891,,,,,6.2,31.3,21.2,0,2.4,29.2,45.6
5898,,,,,7.0,14.39,11.6,0,1.4,63.3,80.1
5900,,,,,6.03,32.1,30.0,0,2.9,45.5,115.9
5902,,,,,6.72,24.1,55.7,0,4.9,6.2,253.9
5903,,,,,6.15,18.19,19.1,0,2.1,27.7,42.9
5911,,,,,6.16,12.83,12.1,0,1.5,64.9,96.5
5917,,,,,6.97,17.04,11.8,0,1.5,111.8,87.4
5919,,,,,6.78,27.5,22.4,0,2.7,63.1,182.8
5921,,,,,6.15,24.2,21.3,2,2.4,129.0,80.6
5922,,,,,6.11,28.8,21.8,0,2.6,63.4,219.5
5960,,,,,6.57,92.4,77.4,7,6.8,280.2,494.3
5981,,,,,6.57,63.1,139.9,1,11.1,24.9,253.8
6176,,,,,6.23,20.9,23.9,0,2.8,12.9,278.8
6300,,,,,6.19,22.4,12.7,0,1.5,60.3,160.3
6307,,,,,6.58,28.1,18.0,3,2.1,50.9,138.7
6309,,,,,6.18,29.4,26.9,1,3.0,111.4,341.6
6311,,,,,6.74,21.2,12.2,1,1.5,33.1,22.2
6323,,,,,6.86,30.8,39.2,16,3.0,16.4,75.6
6335,,,,,6.39,23.2,20.5,0,2.5,56.0,322.9
6356,,,,,6.04,32.4,21.9,0,2.6,10.9,140.2
6359,,,,,6.03,38.2,20.1,0,2.5,58.6,223.6
6366,,,,,6.03,27.8,20.0,0,2.1,33.9,149.7
6379,,,,,6.24,91.8,82.5,0,8.9,10.4,39.4
6428,,,,,6.35,22.0,23.8,0,2.6,25.2,117.5
6436,,,,,6.44,28.9,32.4,0,3.0,21.7,67.6
6450,,,,,6.89,32.6,22.4,7,2.5,56.8,191.5
6459,,,,,6.38,20.4,12.5,0,1.5,25.9,80.9
6491,,,,,6.75,18.74,13.8,3,1.7,61.0,119.6
6532,,,,,6.14,19.3,13.1,0,1.5,42.3,116.2
6533,,,,,6.48,21.8,19.8,0,2.1,11.5,129.8
6545,,,,,6.33,20.9,17.4,0,2.1,14.3,149.8
6691,,,,,6.4,11.84,32.6,0,3.7,21.2,41.0
6695,,,,,6.68,39.4,74.1,2,8.9,7.0,118.6
6699,,,,,6.38,23.8,39.7,6,3.5,19.5,98.5
6712,,,,,6.15,19.52,20.7,0,2.2,21.3,174.8
6749,,,,,6.49,19.33,16.1,1,1.8,20.7,138.8
6754,,,,,6.04,21.4,18.8,0,2.1,16.3,134.2
6814,,,,,6.05,13.52,19.0,0,2.3,69.4,195.9
6994,,,,,6.49,57.5,33.3,4,3.7,70.4,499.0
7000,,,,,6.9,11.95,37.3,0,3.6,6.8,203.8
7002,,,,,6.7,18.06,50.1,0,5.0,8.5,341.7
7018,,,,,6.27,44.5,20.5,0,2.3,24.5,383.4
7022,,,,,6.68,12.86,7.5,0,1.1,0.0,147.4
7023,,,,,6.03,15.74,27.0,0,2.6,16.5,226.8
7048,,,,,6.2,13.7,19.4,1,2.1,25.8,155.5
7050,,,,,6.32,25.7,9.0,1,1.2,37.4,146.1
7054,,,,,6.56,10.76,16.9,0,1.8,7.5,236.0
7058,,,,,6.86,68.9,45.8,7,4.9,350.2,1679.3
7073,,,,,6.11,17.03,21.5,0,2.3,28.2,90.5
7086,,,,,6.95,14.09,18.0,0,1.9,26.2,235.9
7095,,,,,6.91,10.1,12.2,1,1.3,13.6,142.5
7099,,,,,6.23,20.5,14.8,1,1.7,77.0,437.1
7107,,,,,6.55,17.83,20.3,0,2.1,13.4,242.4
7108,,,,,6.88,22.4,26.3,1,2.4,13.9,213.1
7118,,,,,6.33,17.97,17.1,1,1.9,165.5,469.7
7131,,,,,6.15,12.65,16.1,0,1.5,13.3,244.5
7134,,,,,6.35,10.43,18.2,0,2.3,0.0,212.9
7136,,,,,6.22,15.11,16.6,0,1.9,6.2,259.9
7137,,,,,6.29,12.5,14.8,0,1.9,12.9,186.6
7150,,,,,6.17,19.43,25.1,0,3.0,5.0,193.9
7157,,,,,6.06,10.53,20.9,0,1.9,10.7,300.8
7158,,,,,6.05,16.22,16.6,0,1.7,7.4,155.0
7164,,,,,6.21,16.88,16.5,0,1.9,20.1,241.4
7174,,,,,6.1,25.5,12.6,4,1.6,35.9,155.5
7176,,,,,6.95,13.84,19.3,0,2.7,8.5,242.4
7177,,,,,6.03,21.3,19.1,0,2.0,14.8,272.2
7193,,,,,6.45,85.6,40.4,2,4.9,66.5,1379.2
7201,,,,,6.11,13.98,11.6,0,1.2,46.1,193.3
7219,,,,,6.62,31.6,32.2,1,3.0,38.2,222.9
7226,,,,,6.08,19.4,120.0,0,11.8,374.0,3750.7
7233,,,,,6.01,40.9,22.7,0,2.7,13.4,60.6
7245,,,,,6.24,20.5,14.9,0,2.2,55.0,361.7
7247,,,,,6.17,10.09,14.1,0,1.6,27.0,276.9
7250,,,,,6.79,16.46,52.8,1,4.9,0.0,254.9
7257,,,,,6.74,19.01,18.0,0,2.0,12.1,243.9
7259,,,,,6.24,27.7,14.5,0,2.0,13.6,294.0
7266,,,,,6.18,19.5,31.1,0,3.6,12.3,382.1
7268,,,,,6.74,11.46,35.2,0,3.3,58.3,484.8
7276,,,,,6.14,14.26,19.5,0,2.2,13.5,369.8
7294,,,,,6.15,26.8,33.1,1,3.5,10.8,284.2
7296,,,,,6.91,25.9,21.3,0,2.4,9.4,99.7
7302,,,,,6.55,10.31,21.5,1,2.5,15.6,181.9
7312,,,,,6.47,30.0,20.8,1,2.4,10.2,462.5
7313,,,,,6.07,15.58,23.9,0,2.4,7.1,231.0
7321,,,,,6.11,15.05,21.9,0,2.1,20.8,235.2
7325,,,,,6.18,17.16,17.6,0,2.0,18.7,232.7
7327,,,,,6.45,21.2,39.7,1,3.2,0.0,271.8
7333,,,,,6.3,15.34,23.5,0,2.5,174.5,740.3
7336,,,,,6.94,26.9,21.4,0,2.2,96.4,486.9
7338,,,,,6.17,10.75,25.2,0,2.4,7.5,270.0
7342,,,,,6.14,15.68,13.0,0,1.6,27.4,152.3
7350,,,,,6.08,14.95,33.4,0,3.1,4.2,278.6
7356,,,,,6.12,10.02,26.9,0,2.5,12.2,379.0
7361,,,,,6.04,22.2,15.2,0,1.7,122.5,319.8
7363,,,,,6.41,12.5,24.1,0,2.4,6.5,281.2
7364,,,,,6.36,13.61,22.5,0,2.6,43.8,253.2
7371,,,,,6.94,20.2,14.1,0,1.4,14.7,378.5
7374,,,,,6.28,12.74,14.5,1,1.6,14.9,183.3
7395,,,,,6.52,13.88,14.5,0,1.7,7.7,144.3
7396,,,,,6.69,12.81,31.7,0,3.2,58.3,642.6
7404,,,,,6.19,10.2,14.1,0,1.6,19.0,185.1
7405,,,,,6.97,11.15,20.2,0,2.2,6.7,235.0
7411,,,,,6.55,14.3,31.9,0,2.9,8.9,386.7
7418,,,,,6.29,31.2,12.4,0,1.5,91.6,631.9
7427,,,,,6.03,17.69,27.1,0,2.5,24.1,266.9
7429,,,,,6.72,14.1,20.7,0,1.9,6.8,217.0
7432,,,,,6.16,13.87,17.3,0,2.1,4.9,151.0
7444,,,,,6.48,10.29,13.1,0,1.3,0.0,180.7
7449,,,,,6.21,20.2,29.8,0,3.2,8.9,180.9
7450,,,,,6.7,11.8,38.2,0,3.6,7.4,283.4
7470,,,,,6.01,10.5,21.0,0,2.0,6.3,192.0
7473,,,,,7.0,13.53,26.9,0,2.8,17.8,516.4
7481,,,,,6.26,14.84,13.4,0,1.6,54.3,352.6
7483,,,,,6.65,11.42,21.8,3,2.4,6.1,237.0
7487,,,,,6.21,15.7,10.1,0,1.2,34.7,224.2
7489,,,,,6.72,11.3,26.3,2,2.7,4.9,373.6
7491,,,,,6.73,22.6,19.1,0,2.4,44.1,273.7
7494,,,,,6.0,45.2,35.9,0,3.7,11.2,115.4
7500,,,,,6.28,24.3,13.8,0,1.9,0.0,216.8
7510,,,,,6.55,10.68,23.6,0,2.6,0.0,201.3
7518,,,,,6.99,18.51,15.4,8,1.8,12.8,72.6
7520,,,,,6.67,13.55,22.0,0,2.2,6.2,281.7
7527,,,,,6.03,26.5,17.5,0,2.0,9.7,183.1
7536,,,,,6.19,14.89,21.2,0,2.4,6.1,449.9
7538,,,,,6.25,13.02,31.3,0,3.4,6.2,422.4
7544,,,,,6.01,18.1,26.5,0,2.8,11.0,206.7
7557,,,,,6.26,36.7,16.6,2,2.1,21.7,90.0
7580,,,,,6.78,29.5,34.2,0,3.1,15.6,364.1
7582,,,,,6.76,39.7,28.8,1,3.1,104.1,125.2
7594,,,,,6.71,25.5,27.2,0,3.2,31.4,560.2
7595,,,,,6.36,20.2,17.7,0,2.3,8.2,315.2
7597,,,,,6.23,13.43,14.6,0,1.6,19.0,129.1
7598,,,,,6.79,15.12,35.6,0,3.6,17.6,556.8
7604,,,,,6.16,14.77,16.3,0,1.8,11.8,171.8
7608,,,,,6.69,12.91,36.0,0,3.7,5.0,231.4
7617,,,,,6.89,19.58,10.4,3,1.5,12.0,105.0
7618,,,,,6.17,22.9,17.2,0,2.0,10.5,169.7
7626,,,,,6.11,20.7,20.4,0,2.1,6.6,96.7
7628,,,,,6.24,13.3,16.1,0,1.8,6.0,94.7
7642,,,,,6.05,32.5,31.7,0,3.3,18.2,198.9
7646,,,,,6.18,12.15,18.1,0,1.9,30.4,287.9
7649,,,,,6.18,15.27,14.8,0,1.6,21.2,133.3
7663,,,,,6.1,10.22,13.2,1,1.3,9.2,337.2
7664,,,,,6.04,17.71,16.4,0,1.9,12.3,69.8
7668,,,,,6.3,15.17,28.7,0,2.8,26.7,485.9
7684,,,,,6.24,12.63,13.3,0,1.5,55.7,468.0
7686,,,,,6.71,12.98,13.8,0,1.4,6.4,178.2
7689,,,,,6.44,22.2,11.2,0,1.5,13.7,77.5
7690,,,,,6.06,10.26,7.1,0,0.9,10.7,76.1
7694,,,,,6.59,45.8,47.2,0,4.3,48.7,258.0
7701,,,,,6.47,17.2,30.4,0,3.2,6.1,476.2
7724,,,,,6.25,19.22,16.3,0,1.9,36.8,338.5
7732,,,,,6.5,15.26,18.8,1,2.0,8.1,175.2
7734,,,,,6.36,11.7,19.6,0,1.9,5.8,190.9
7735,,,,,6.97,12.04,20.2,0,2.0,5.3,201.4
7737,,,,,6.29,20.1,28.3,1,2.9,27.0,124.1
7744,,,,,6.42,18.36,20.6,0,2.2,71.2,471.1
7750,,,,,6.31,20.0,20.5,1,2.2,91.2,693.6
7752,,,,,6.8,15.96,21.5,0,2.2,19.8,355.5
7758,,,,,6.48,18.46,61.8,0,5.5,16.5,511.1
7764,,,,,6.08,14.66,13.2,0,1.4,18.0,146.8
7770,,,,,6.08,24.8,12.7,0,1.6,31.7,355.2
7771,,,,,6.69,12.14,18.9,0,2.1,8.2,173.9
7773,,,,,6.1,13.52,16.8,0,2.0,8.7,176.9
7790,,,,,6.42,53.8,23.9,1,2.8,70.5,1062.2
7793,,,,,6.39,13.43,16.6,0,1.7,18.8,146.7
7797,,,,,6.21,14.41,15.9,10,1.7,7.0,146.9
7798,,,,,6.73,45.5,45.2,0,4.8,66.3,626.7
7799,,,,,6.81,10.37,21.0,2,2.2,29.0,474.2
7806,,,,,6.17,13.05,20.5,0,2.5,98.7,317.7
7810,,,,,6.34,10.01,12.4,0,1.8,10.8,113.2
7813,,,,,6.25,19.77,20.8,0,2.4,8.1,77.7
7817,,,,,6.87,13.12,16.3,0,2.0,29.6,167.2
7826,,,,,6.04,10.8,15.8,0,1.6,4.6,194.9
7840,,,,,6.06,10.75,20.7,0,1.9,7.4,213.4
7842,,,,,6.07,10.39,13.2,0,1.3,8.2,129.0
7844,,,,,6.27,11.63,15.2,0,1.6,5.5,244.9
7845,,,,,6.82,11.58,37.0,0,3.3,17.2,305.9
7849,,,,,6.67,10.39,20.8,0,2.2,17.9,299.7
7858,,,,,6.92,55.1,29.0,3,2.9,11.4,167.1
7867,,,,,6.86,22.1,22.9,0,2.6,4.5,444.5
7870,,,,,6.66,12.61,20.1,0,2.5,13.4,428.2
7871,,,,,6.75,18.11,35.6,0,3.9,23.0,579.7
7903,,,,,7.0,10.76,13.7,1,1.5,10.4,124.7
7911,,,,,6.7,13.73,18.8,0,2.4,0.0,152.2
7915,,,,,6.47,20.3,32.0,0,3.7,6.6,670.7
7927,,,,,6.93,22.6,34.8,0,3.6,0.0,376.9
7933,,,,,6.81,14.61,39.3,0,3.9,7.0,197.4
7947,,,,,6.58,11.52,24.0,0,2.5,6.8,235.7
7958,,,,,6.25,20.3,45.5,0,4.5,6.9,201.1
7963,,,,,6.28,12.24,11.3,0,1.3,20.1,69.1
7964,,,,,6.37,16.14,35.2,0,3.3,18.7,304.1
7974,,,,,6.72,39.2,36.1,0,3.2,7.6,188.2
8111,,,,,6.52,15.9,15.9,0,2.0,13.4,27.2
8117,,,,,6.6,19.95,15.6,9,1.7,11.7,79.3
8134,,,,,6.57,18.13,22.3,3,1.9,0.0,144.3
8148,,,,,6.37,12.31,4.2,0,0.5,33.9,60.8
8149,,,,,6.3,10.56,3.7,0,0.5,58.4,45.9
8193,,,,,6.56,11.67,19.1,1,1.5,28.5,337.3
8207,,,,,6.54,31.8,26.8,8,1.6,4.1,33.2
8211,,,,,6.82,25.2,15.6,2,1.9,8.5,109.3
8257,,,,,6.17,10.7,10.5,0,1.1,29.8,96.3
8271,,,,,6.66,12.06,21.5,0,2.1,31.3,128.3
8275,,,,,6.08,29.5,26.1,1,2.2,41.2,339.5
8279,,,,,6.58,14.79,14.6,0,1.5,20.2,487.5
8282,,,,,6.19,28.9,40.2,0,4.0,39.1,302.2
8283,,,,,6.37,21.0,12.0,0,1.5,38.3,259.4
8290,,,,,6.5,10.42,40.0,0,3.7,13.5,111.7
8291,,,,,6.02,14.24,51.4,0,3.9,21.1,331.4
8296,,,,,6.58,25.2,5.0,1,0.9,18.5,100.3
8300,,,,,6.04,10.34,12.5,0,1.5,10.4,43.9
8301,,,,,6.55,13.16,28.1,0,2.4,10.5,282.8
8302,,,,,6.35,12.93,28.1,0,2.4,49.1,257.2
8304,,,,,6.76,25.8,29.1,2,3.1,113.5,501.9
8316,,,,,6.56,14.42,39.9,2,3.3,11.4,191.1
8320,,,,,6.43,14.11,21.6,1,2.4,7.7,112.6
8326,,,,,6.63,34.1,9.1,1,1.2,7.1,39.9
8340,,,,,6.37,19.72,17.9,2,2.0,12.4,355.6
8344,,,,,6.27,13.96,25.4,0,2.6,6.9,98.1
