,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
16,45.0,11.0,44.0,45.0,5.86,14.0,34.1,0,3.6,46.1,161.3
21,44.0,23.0,20.0,57.0,6.53,41.7,38.8,1,4.1,82.7,388.2
25,16.0,15.0,36.0,49.0,6.78,39.8,30.4,3,3.4,71.8,176.6
29,30.0,26.0,21.0,53.0,6.16,26.9,32.3,1,3.0,51.3,161.6
30,12.0,23.0,26.0,51.0,5.65,25.3,30.8,0,3.1,30.7,121.1
34,8.0,16.0,38.0,46.0,5.55,52.4,39.2,1,4.0,35.7,98.3
35,13.0,12.0,43.0,45.0,5.92,31.8,18.0,1,2.0,36.3,205.2
54,9.0,14.0,33.0,53.0,5.73,48.6,37.8,1,3.5,31.2,103.1
62,17.0,8.0,50.0,42.0,6.94,56.1,65.0,27,4.3,31.1,133.1
66,33.0,17.0,49.0,34.0,5.68,38.5,19.0,1,1.9,56.0,172.0
72,17.0,19.0,33.0,48.0,5.73,18.27,24.9,1,2.6,27.4,219.7
75,14.0,25.0,16.0,59.0,5.95,53.6,34.4,2,3.4,32.8,236.1
81,7.0,21.0,25.0,54.0,7.45,15.46,24.8,32,2.4,96.9,254.5
84,17.0,29.0,33.0,38.0,6.24,28.8,18.2,0,2.3,34.7,242.0
89,11.0,43.0,14.0,42.0,7.42,24.9,27.3,166,3.3,66.2,665.5
91,12.0,28.0,22.0,51.0,6.71,23.6,26.3,1,2.8,39.1,163.2
93,6.0,23.0,40.0,37.0,6.56,24.4,19.7,1,2.1,15.3,77.4
94,15.0,25.0,26.0,49.0,5.61,34.2,23.8,1,2.5,51.5,245.1
102,25.0,30.0,13.0,57.0,6.73,20.3,52.7,4,5.3,61.4,366.6
104,4.0,39.0,23.0,38.0,7.47,28.3,22.9,134,3.2,25.7,519.0
105,3.0,23.0,48.0,28.0,7.38,30.4,15.3,22,1.9,22.7,189.2
107,4.0,22.0,21.0,57.0,6.64,40.8,36.0,4,3.8,10.2,63.2
124,5.0,14.0,28.0,57.0,5.74,18.77,71.0,2,7.3,43.1,130.1
146,23.0,23.0,29.0,48.0,6.2,27.0,34.1,1,4.2,15.9,34.4
154,31.0,33.0,11.0,56.0,7.42,15.87,18.9,8,2.2,25.2,310.3
155,43.0,28.0,13.0,59.0,6.62,14.93,23.6,2,2.4,23.0,261.7
156,34.0,17.0,25.0,58.0,5.55,13.32,42.8,0,3.7,15.6,186.3
158,15.0,33.0,12.0,55.0,5.98,10.43,11.2,1,1.3,26.0,133.1
159,13.0,37.0,14.0,49.0,6.97,11.14,17.5,1,2.0,48.3,165.3
160,60.0,25.0,23.0,52.0,5.6,14.42,44.7,0,3.4,17.9,730.7
163,19.0,29.0,17.0,55.0,7.3,14.51,14.6,3,1.8,9.2,152.8
170,10.0,15.0,49.0,36.0,7.26,15.54,28.7,16,1.7,8.9,66.9
173,12.0,22.0,15.0,63.0,5.6,11.73,54.4,0,5.0,8.3,180.3
174,38.0,21.0,14.0,65.0,6.3,20.7,119.8,4,9.7,12.0,199.0
180,21.0,8.0,51.0,41.0,5.57,17.54,41.7,4,2.9,18.8,76.5
183,38.0,12.0,28.0,59.0,7.15,35.4,152.2,105,6.5,11.3,66.3
185,46.0,15.0,22.0,63.0,6.89,41.8,159.7,22,11.4,17.9,98.0
186,21.0,10.0,66.0,23.0,6.55,13.05,30.7,5,2.6,5.5,43.1
188,14.0,24.0,15.0,61.0,6.58,18.0,61.1,10,3.8,4.5,50.8
193,31.0,22.0,21.0,58.0,6.88,22.4,90.6,66,5.7,7.2,92.1
194,51.0,20.0,20.0,60.0,7.04,36.7,135.3,51,8.8,11.3,126.3
195,37.0,15.0,23.0,62.0,6.92,41.1,170.6,63,13.1,22.0,161.4
198,36.0,24.0,21.0,55.0,5.54,12.76,70.0,2,4.5,8.5,92.3
200,28.0,28.0,11.0,62.0,7.24,23.2,62.9,28,6.0,17.9,158.8
203,25.0,23.0,19.0,58.0,6.86,37.6,70.7,55,4.2,10.0,70.6
205,28.0,18.0,18.0,64.0,6.26,39.8,102.9,37,6.6,15.1,133.9
210,58.0,23.0,17.0,60.0,6.85,37.1,116.9,7,8.5,11.2,154.1
211,42.0,18.0,18.0,64.0,6.22,34.2,124.8,37,8.5,10.3,162.1
238,8.0,7.0,46.0,47.0,5.59,20.4,12.6,0,1.4,5.4,10.0
242,12.0,6.0,39.0,54.0,6.15,15.57,123.9,1,6.9,8.3,67.4
270,16.0,32.0,12.0,56.0,5.69,10.16,25.7,1,2.8,0.0,61.0
277,10.0,20.0,27.0,53.0,5.69,19.57,34.9,1,2.4,0.0,66.5
282,24.0,39.0,8.0,53.0,5.82,14.43,11.9,1,1.5,5.2,140.5
283,16.0,28.0,20.0,52.0,5.83,16.37,22.1,0,2.4,12.1,333.6
286,29.0,30.0,11.0,59.0,5.72,25.2,63.5,0,5.8,10.1,457.7
288,37.0,7.0,51.0,42.0,5.7,39.1,124.7,1,8.2,22.9,95.8
293,11.0,25.0,24.0,51.0,5.98,18.1,12.3,0,1.4,0.0,68.1
296,27.0,23.0,18.0,59.0,5.78,37.6,27.8,0,3.2,7.3,1834.3
299,16.0,15.0,28.0,57.0,5.71,15.72,32.8,1,3.8,6.0,49.6
304,29.0,38.0,15.0,47.0,5.98,31.6,32.3,1,3.6,16.7,212.5
305,6.0,21.0,33.0,46.0,5.97,15.69,19.8,1,1.9,18.7,86.0
309,7.0,20.0,19.0,60.0,5.73,39.7,14.4,0,2.0,15.9,137.2
341,29.0,36.0,12.0,51.0,6.48,10.99,11.1,1,1.4,0.0,60.7
344,9.0,13.0,37.0,50.0,5.86,19.92,17.6,1,2.0,6.5,78.2
387,36.0,22.0,32.0,46.0,5.79,18.09,20.7,0,1.6,4.0,110.3
405,3.0,6.0,58.0,36.0,6.26,25.6,26.3,1,2.7,24.9,95.8
408,4.0,9.0,69.0,22.0,7.14,14.79,12.7,7,1.0,10.1,39.5
412,5.0,15.0,57.0,28.0,6.33,24.2,7.6,1,1.0,61.0,195.4
414,8.0,11.0,60.0,29.0,5.78,17.71,10.0,1,1.3,85.9,244.3
415,5.0,14.0,48.0,39.0,6.14,26.9,9.8,1,1.2,30.3,129.1
419,5.0,29.0,16.0,55.0,5.56,58.6,32.0,1,3.6,51.4,811.4
428,2.0,5.0,80.0,15.0,5.78,15.44,8.9,0,1.0,57.9,191.4
430,1.0,5.0,80.0,15.0,6.57,10.29,6.8,0,0.8,74.3,242.2
442,9.0,28.0,33.0,40.0,6.97,19.64,16.5,3,1.9,16.3,214.8
448,4.0,18.0,31.0,50.0,7.06,33.5,15.6,4,1.7,59.2,379.8
450,18.0,38.0,17.0,45.0,6.68,23.5,23.1,1,2.6,30.5,187.9
454,4.0,5.0,67.0,28.0,5.51,21.7,47.8,0,2.7,108.0,112.9
457,7.0,19.0,34.0,47.0,6.88,23.4,11.3,1,1.4,81.3,174.2
458,6.0,34.0,16.0,50.0,7.5,57.1,12.5,93,1.8,61.4,234.2
460,7.0,29.0,15.0,56.0,7.16,23.0,20.5,6,2.5,56.5,198.0
463,4.0,24.0,24.0,52.0,7.23,34.9,14.9,16,2.1,77.6,238.8
465,13.0,5.0,65.0,29.0,5.91,30.2,26.0,0,2.0,50.2,102.7
467,2.0,11.0,60.0,29.0,7.3,30.2,7.7,54,1.3,66.1,153.9
469,6.0,7.0,64.0,29.0,5.67,14.72,30.8,1,2.8,90.4,38.5
473,4.0,28.0,15.0,57.0,6.16,31.7,44.6,1,5.1,100.0,585.0
479,1.0,13.0,47.0,40.0,7.17,26.6,15.1,32,2.0,35.7,79.7
486,,25.0,21.0,54.0,7.46,37.6,19.9,39,2.4,74.5,349.5
488,4.0,16.0,39.0,45.0,5.76,12.82,21.3,0,2.3,18.7,58.4
491,14.0,26.0,30.0,45.0,7.19,13.4,24.7,5,2.2,28.7,150.8
492,5.0,7.0,55.0,38.0,5.93,38.4,43.3,0,3.8,11.8,34.6
497,6.0,23.0,18.0,59.0,7.0,16.67,36.3,2,3.7,10.6,68.3
499,16.0,29.0,27.0,44.0,5.75,12.49,16.3,1,2.2,32.6,96.9
501,31.0,31.0,16.0,53.0,6.83,22.2,43.9,7,4.6,86.8,472.5
502,41.0,20.0,35.0,46.0,5.63,12.46,34.3,1,3.7,42.7,130.9
503,23.0,22.0,20.0,58.0,7.0,53.2,88.0,87,8.1,59.0,665.6
504,9.0,20.0,24.0,56.0,5.81,16.5,25.9,0,3.2,68.9,105.5
506,17.0,30.0,12.0,58.0,6.88,13.81,16.0,1,1.9,53.7,150.7
510,28.0,20.0,43.0,37.0,7.31,12.88,13.6,3,1.5,7.1,69.8
511,4.0,14.0,40.0,46.0,6.15,39.6,30.7,1,3.3,24.7,62.5
513,6.0,13.0,24.0,63.0,7.16,38.9,165.0,18,12.4,45.0,275.8
515,13.0,11.0,51.0,37.0,6.49,14.8,21.5,1,2.3,93.1,199.7
516,12.0,23.0,36.0,41.0,7.17,11.88,18.0,3,1.8,10.9,97.8
522,10.0,7.0,56.0,37.0,6.41,18.28,26.8,1,2.8,10.6,35.0
523,6.0,11.0,40.0,49.0,6.83,10.52,15.6,1,1.6,7.6,60.0
525,,11.0,54.0,34.0,7.11,14.2,13.3,1,1.4,18.4,165.0
526,17.0,9.0,37.0,54.0,7.24,54.1,33.6,70,3.3,12.9,61.0
529,36.0,16.0,30.0,54.0,7.21,43.9,68.6,93,3.9,6.7,58.5
532,23.0,17.0,39.0,44.0,7.38,35.2,46.0,369,4.2,178.7,218.2
535,10.0,20.0,39.0,41.0,6.34,13.1,9.0,0,1.4,22.0,58.9
542,30.0,36.0,10.0,54.0,6.68,20.5,47.1,2,4.0,5.6,160.8
544,9.0,13.0,69.0,18.0,7.3,11.75,4.9,3,0.8,43.6,130.3
545,17.0,31.0,24.0,45.0,7.26,12.13,16.1,0,2.1,36.3,158.3
547,22.0,16.0,27.0,57.0,5.89,19.94,129.7,0,11.1,14.2,192.9
548,20.0,23.0,19.0,58.0,7.04,23.0,52.6,10,5.5,24.2,67.7
550,21.0,32.0,18.0,49.0,6.94,14.7,14.7,3,1.8,39.6,155.1
552,43.0,34.0,8.0,58.0,5.76,41.3,42.5,0,4.6,6.2,132.2
555,35.0,33.0,12.0,55.0,6.34,46.5,72.7,1,6.5,4.5,213.3
558,43.0,9.0,34.0,57.0,7.28,58.4,142.6,116,5.5,9.6,44.4
561,37.0,36.0,15.0,49.0,6.64,16.11,64.8,2,6.3,14.0,570.4
571,21.0,12.0,34.0,54.0,5.74,49.4,84.3,1,7.1,16.6,411.5
576,28.0,17.0,28.0,55.0,7.11,17.8,18.2,3,1.9,10.3,243.5
577,34.0,18.0,36.0,47.0,5.51,32.1,42.3,1,3.7,8.9,201.2
578,22.0,20.0,19.0,61.0,5.72,36.9,65.0,1,5.5,6.1,468.3
580,27.0,8.0,64.0,28.0,5.63,16.68,17.7,1,1.6,4.6,218.6
587,19.0,6.0,75.0,18.0,5.7,13.84,18.0,0,1.2,18.6,167.2
589,27.0,23.0,28.0,49.0,5.52,22.0,22.6,0,2.5,24.0,414.7
591,28.0,11.0,50.0,39.0,5.77,39.8,47.4,1,3.1,22.3,246.3
592,14.0,9.0,53.0,38.0,5.63,33.5,82.0,0,4.6,6.4,187.0
595,9.0,23.0,39.0,38.0,6.89,11.15,21.8,4,2.2,6.1,268.7
597,46.0,27.0,26.0,46.0,7.26,25.8,57.7,69,4.0,15.7,587.6
608,20.0,18.0,41.0,41.0,7.42,27.5,21.1,141,2.2,12.1,577.9
610,1.0,17.0,53.0,30.0,7.44,14.91,14.1,0,1.3,31.4,599.3
611,25.0,10.0,59.0,32.0,5.88,10.54,14.2,1,1.2,10.8,136.2
619,9.0,5.0,60.0,35.0,6.45,44.5,29.5,2,3.0,9.6,48.4
621,10.0,8.0,38.0,55.0,7.08,55.7,31.8,10,3.2,10.5,29.3
623,21.0,2.0,85.0,13.0,6.03,17.38,13.1,0,1.4,48.4,142.6
626,21.0,9.0,43.0,48.0,7.25,36.8,23.9,14,1.7,9.8,75.8
627,12.0,7.0,59.0,34.0,5.51,36.6,67.0,0,4.0,10.1,211.2
634,11.0,7.0,56.0,37.0,5.64,36.0,29.2,1,2.9,44.3,124.9
637,27.0,15.0,42.0,43.0,5.56,43.7,32.4,1,2.4,39.4,205.2
639,24.0,9.0,34.0,57.0,6.61,34.7,21.3,1,2.5,8.1,212.3
640,9.0,28.0,15.0,57.0,6.3,43.7,20.4,1,2.7,41.3,114.2
641,5.0,20.0,34.0,45.0,5.62,16.9,46.8,1,4.4,8.5,235.7
649,19.0,1.0,90.0,9.0,7.28,21.0,4.2,11,0.6,4.7,24.2
652,18.0,9.0,41.0,51.0,7.12,59.1,34.6,15,3.7,14.2,32.5
653,7.0,17.0,36.0,47.0,7.41,34.4,22.7,109,2.1,7.1,103.7
663,16.0,19.0,33.0,47.0,7.3,41.3,25.4,9,3.1,72.7,81.9
666,1.0,9.0,60.0,31.0,6.78,18.55,14.3,2,1.3,7.7,474.3
667,0.0,14.0,52.0,34.0,7.27,33.4,15.9,33,2.0,129.3,1212.2
668,20.0,19.0,21.0,60.0,7.29,54.4,75.2,41,7.2,80.6,304.9
672,11.0,25.0,29.0,45.0,7.5,34.9,25.9,88,2.4,37.5,1097.2
673,1.0,19.0,28.0,53.0,6.16,11.99,37.8,1,3.6,5.4,271.9
674,2.0,32.0,21.0,48.0,5.74,25.4,45.7,2,3.4,8.1,375.4
675,2.0,20.0,34.0,46.0,5.7,36.1,25.9,1,2.9,7.1,175.4
678,1.0,23.0,22.0,55.0,5.88,18.92,30.5,1,3.3,6.3,333.1
680,1.0,26.0,21.0,53.0,7.32,13.6,16.8,27,2.3,4.2,139.0
681,0.0,19.0,28.0,53.0,6.09,40.1,58.1,2,5.1,6.3,464.3
684,1.0,13.0,40.0,47.0,6.94,50.0,101.4,109,8.7,262.4,913.7
686,1.0,39.0,14.0,48.0,7.45,22.6,43.5,45,3.4,6.8,759.5
690,22.0,33.0,21.0,46.0,6.8,17.99,19.9,3,2.1,0.0,111.3
692,2.0,22.0,25.0,53.0,5.63,23.5,14.4,1,1.6,0.0,172.0
693,1.0,24.0,12.0,64.0,5.75,37.6,21.8,1,2.6,4.2,234.9
695,2.0,20.0,31.0,49.0,6.66,20.1,12.4,3,1.5,25.4,9873.7
696,12.0,18.0,35.0,47.0,6.34,19.99,11.9,0,1.1,0.0,108.1
699,1.0,23.0,21.0,56.0,7.22,22.1,56.7,28,5.1,8.8,1297.7
700,4.0,25.0,13.0,61.0,7.48,38.5,48.8,227,4.3,7.2,305.5
707,1.0,11.0,31.0,58.0,6.47,20.6,117.5,3,8.8,55.1,571.5
709,3.0,16.0,27.0,58.0,6.93,35.7,74.5,19,5.3,7.1,486.3
711,31.0,40.0,14.0,46.0,6.84,13.97,31.3,3,3.2,8.4,100.2
713,18.0,20.0,25.0,54.0,7.36,32.7,67.0,130,5.9,16.8,344.9
714,4.0,28.0,17.0,56.0,6.85,28.1,60.8,3,5.6,15.6,260.0
715,3.0,28.0,22.0,50.0,7.15,24.5,54.2,341,5.5,12.7,165.1
717,2.0,30.0,19.0,51.0,7.05,24.2,72.1,172,5.8,33.0,794.0
718,10.0,19.0,23.0,58.0,6.57,46.1,157.6,18,13.4,44.1,236.9
719,4.0,17.0,21.0,62.0,6.5,33.2,131.5,3,13.7,21.8,289.3
720,6.0,32.0,17.0,51.0,6.95,22.1,69.7,28,7.0,12.1,145.1
722,27.0,26.0,16.0,58.0,7.35,34.2,78.9,57,8.9,18.5,347.9
726,36.0,35.0,12.0,53.0,7.35,57.4,55.3,56,5.4,36.6,867.0
727,10.0,22.0,28.0,50.0,6.84,21.0,57.6,3,5.3,18.3,613.6
729,1.0,6.0,72.0,22.0,6.58,10.06,25.7,1,2.5,12.1,288.9
733,41.0,28.0,12.0,60.0,6.92,54.7,52.2,8,6.2,6.5,498.4
734,1.0,36.0,20.0,44.0,7.43,18.74,13.6,50,1.6,6.6,208.2
736,1.0,23.0,29.0,48.0,5.65,23.3,29.5,1,2.9,0.0,90.4
738,1.0,24.0,29.0,47.0,6.75,10.1,34.2,1,2.8,0.0,139.3
740,0.0,16.0,43.0,42.0,6.64,17.97,71.5,2,4.3,13.4,332.0
742,2.0,33.0,33.0,34.0,7.38,18.4,18.2,7,1.8,9.8,476.0
745,5.0,32.0,33.0,36.0,6.54,11.41,19.8,3,1.9,26.4,558.5
749,12.0,22.0,39.0,39.0,6.77,41.0,30.2,3,2.7,8.1,391.5
753,11.0,7.0,54.0,39.0,6.62,32.8,135.0,34,12.4,16.5,155.0
756,31.0,35.0,19.0,46.0,5.88,10.54,31.3,1,2.9,0.0,417.6
758,15.0,14.0,51.0,35.0,6.08,14.21,11.2,1,1.3,5.5,68.8
759,15.0,54.0,6.0,40.0,7.32,12.43,8.9,1,1.6,4.9,380.4
763,2.0,6.0,44.0,50.0,6.02,23.3,13.2,1,1.6,4.3,37.8
766,5.0,9.0,36.0,55.0,5.88,28.8,82.6,1,7.0,5.4,251.8
774,10.0,37.0,12.0,52.0,7.03,21.1,53.7,8,5.5,10.5,396.0
779,20.0,10.0,41.0,49.0,6.67,40.5,27.9,2,2.8,9.3,55.3
784,44.0,20.0,25.0,55.0,6.93,31.7,125.2,20,9.2,22.9,463.1
787,36.0,30.0,11.0,60.0,7.04,24.0,23.8,10,3.1,3.5,102.8
788,12.0,42.0,15.0,44.0,7.0,13.5,16.7,0,1.7,5.7,197.3
789,12.0,26.0,50.0,24.0,6.9,24.9,10.3,1,1.1,45.0,488.3
794,45.0,10.0,45.0,45.0,6.64,24.3,31.3,1,2.9,6.6,55.1
797,4.0,13.0,23.0,63.0,6.38,59.7,49.1,1,5.4,42.5,105.3
798,8.0,14.0,32.0,54.0,5.5,11.77,23.6,0,1.8,8.2,50.5
799,53.0,13.0,42.0,45.0,5.84,13.05,14.1,0,1.4,7.9,31.0
801,4.0,25.0,13.0,63.0,6.11,13.76,7.3,1,1.0,45.9,67.6
804,5.0,15.0,25.0,60.0,5.84,34.1,37.2,1,4.2,19.0,41.1
805,6.0,27.0,20.0,53.0,7.14,54.8,23.7,18,2.3,12.7,161.2
808,2.0,20.0,23.0,57.0,6.7,36.4,22.9,2,2.2,6.6,42.4
809,9.0,26.0,13.0,61.0,6.57,23.2,21.2,2,2.3,0.0,46.8
810,4.0,21.0,15.0,64.0,5.79,43.4,40.0,1,3.5,8.6,64.1
811,11.0,22.0,21.0,58.0,5.82,28.1,22.1,0,1.6,6.0,22.8
813,17.0,23.0,18.0,59.0,7.4,37.4,36.2,177,3.3,7.8,232.0
814,5.0,28.0,10.0,62.0,7.5,38.7,12.8,114,1.8,8.3,188.4
819,5.0,16.0,47.0,38.0,5.59,16.02,18.8,1,1.4,7.6,120.1
825,41.0,6.0,50.0,44.0,7.22,50.2,23.1,13,2.5,20.2,24.6
826,45.0,15.0,46.0,38.0,7.5,23.7,29.8,87,2.6,179.0,241.6
827,3.0,24.0,14.0,62.0,6.56,37.6,33.3,1,3.6,9.4,63.9
830,23.0,24.0,19.0,57.0,7.46,59.2,65.1,280,5.1,7.1,262.6
834,12.0,17.0,23.0,60.0,6.15,28.1,22.5,2,2.2,7.7,30.9
844,7.0,20.0,30.0,50.0,7.45,52.8,37.5,160,3.5,115.1,528.0
847,23.0,18.0,51.0,31.0,7.45,32.5,12.9,3,1.7,50.0,245.2
850,6.0,16.0,47.0,38.0,7.4,58.1,34.9,55,3.2,10.3,109.2
851,6.0,15.0,26.0,59.0,7.24,58.8,59.3,49,4.4,8.6,53.3
855,67.0,12.0,33.0,55.0,7.28,54.6,34.3,10,3.3,11.3,84.5
856,6.0,25.0,20.0,56.0,5.73,44.5,41.9,3,3.8,8.3,122.8
857,3.0,9.0,40.0,51.0,7.37,20.2,17.8,54,1.5,69.4,300.2
862,20.0,29.0,19.0,52.0,7.28,26.0,52.8,56,4.6,9.9,456.8
875,9.0,25.0,13.0,63.0,5.84,17.43,79.4,2,8.2,11.6,236.4
879,16.0,17.0,23.0,60.0,7.11,27.4,78.4,23,8.1,49.4,143.8
880,4.0,25.0,16.0,59.0,6.85,51.1,46.5,3,4.7,57.9,309.7
884,11.0,21.0,38.0,42.0,5.7,27.4,18.5,1,1.7,0.0,49.9
885,29.0,25.0,22.0,53.0,6.36,23.4,15.2,0,2.0,16.4,78.2
894,30.0,20.0,25.0,54.0,6.03,19.7,104.7,0,9.7,19.8,462.1
895,46.0,12.0,31.0,56.0,6.73,11.76,30.6,0,3.5,7.2,71.4
897,26.0,20.0,31.0,49.0,5.89,12.17,8.4,0,1.2,22.2,57.1
900,19.0,28.0,14.0,58.0,6.04,34.6,16.5,0,2.5,26.6,47.9
901,42.0,7.0,49.0,44.0,6.41,14.55,36.5,0,3.7,12.7,288.5
913,8.0,14.0,42.0,44.0,6.16,38.4,36.0,0,3.6,174.9,270.2
920,24.0,26.0,15.0,59.0,6.82,28.7,23.8,2,2.8,107.8,271.5
922,53.0,25.0,25.0,50.0,7.49,21.7,61.8,149,5.6,10.9,353.9
924,36.0,5.0,61.0,33.0,5.62,36.7,13.0,0,1.6,7.2,17.5
926,9.0,11.0,40.0,49.0,7.36,16.39,42.5,175,2.4,4.9,65.3
931,25.0,12.0,59.0,28.0,6.93,47.6,21.2,5,2.4,8.3,205.5
932,6.0,34.0,11.0,55.0,6.5,20.3,9.2,1,1.4,34.5,133.6
936,5.0,33.0,15.0,52.0,6.65,11.47,25.8,0,2.6,0.0,178.6
937,4.0,37.0,13.0,50.0,7.2,41.1,25.6,17,2.7,6.4,98.3
938,5.0,36.0,15.0,49.0,7.1,12.09,9.8,1,1.3,0.0,51.1
941,34.0,16.0,37.0,47.0,7.18,44.3,47.7,280,3.5,8.5,53.9
944,11.0,29.0,19.0,52.0,7.48,43.2,46.5,221,4.0,8.6,238.4
948,7.0,58.0,6.0,35.0,6.23,12.56,11.2,0,1.7,0.0,233.4
956,9.0,28.0,21.0,51.0,6.3,15.3,13.7,0,1.9,12.1,74.5
967,6.0,15.0,32.0,53.0,7.44,32.0,56.1,166,4.8,16.1,217.1
968,15.0,25.0,28.0,48.0,7.03,35.6,85.4,69,5.0,16.7,373.2
972,25.0,37.0,8.0,55.0,6.56,25.0,11.7,1,1.7,64.0,275.3
973,37.0,23.0,22.0,55.0,7.43,34.9,88.8,142,5.9,16.2,299.0
979,63.0,22.0,29.0,49.0,7.25,32.2,92.5,20,5.7,12.3,390.6
980,25.0,25.0,19.0,57.0,7.13,46.6,47.1,8,4.7,39.4,532.2
981,42.0,34.0,14.0,52.0,7.18,30.8,47.4,5,4.5,6.6,410.7
984,77.0,11.0,38.0,51.0,7.43,48.7,104.8,260,11.7,14.7,132.6
988,2.0,25.0,20.0,55.0,6.28,10.23,27.4,0,2.9,7.3,204.5
991,34.0,19.0,17.0,64.0,7.38,15.31,92.6,10,9.8,10.3,188.6
992,74.0,29.0,19.0,52.0,7.25,23.4,57.5,21,5.8,21.3,400.0
993,70.0,27.0,19.0,53.0,7.38,50.1,75.2,182,7.0,16.2,375.2
994,58.0,22.0,23.0,55.0,6.82,51.6,72.5,6,7.4,14.7,471.4
998,8.0,24.0,29.0,47.0,7.05,55.7,40.6,49,2.9,11.0,129.9
1000,28.0,21.0,31.0,48.0,7.14,20.8,37.9,44,2.5,12.7,204.3
1005,16.0,11.0,29.0,60.0,6.94,30.1,149.3,24,13.8,93.7,523.4
1011,76.0,22.0,32.0,46.0,7.47,34.5,67.1,384,6.3,10.2,194.7
1013,83.0,20.0,28.0,51.0,7.23,55.5,104.7,226,7.7,53.2,415.9
1022,77.0,20.0,24.0,56.0,7.32,37.4,37.9,14,3.5,8.0,187.5
1024,30.0,37.0,12.0,51.0,7.03,34.1,39.7,3,4.2,6.0,447.0
1028,8.0,20.0,23.0,56.0,6.68,36.6,34.9,2,3.1,7.1,236.8
1033,3.0,23.0,24.0,54.0,7.38,26.6,55.3,409,5.1,19.4,548.5
1034,4.0,23.0,20.0,57.0,7.36,19.65,44.4,286,3.7,7.9,300.0
1036,3.0,39.0,16.0,46.0,7.3,21.8,24.5,6,2.9,9.2,570.1
1044,7.0,21.0,45.0,34.0,6.95,34.8,14.3,4,1.5,8.3,329.0
1045,17.0,14.0,23.0,63.0,6.61,55.2,92.5,6,9.7,10.1,310.4
1046,32.0,23.0,14.0,63.0,6.18,14.5,64.6,1,6.9,11.3,101.3
1048,11.0,23.0,24.0,53.0,7.33,40.3,39.7,77,4.3,11.2,239.0
1050,7.0,25.0,21.0,53.0,6.08,19.2,72.9,1,6.3,11.4,530.7
1053,4.0,12.0,33.0,55.0,6.1,37.5,26.0,0,2.7,6.5,55.3
1059,1.0,28.0,20.0,52.0,6.33,19.09,29.5,1,2.9,0.0,158.2
1062,6.0,28.0,19.0,52.0,7.28,40.1,62.3,48,4.3,11.2,331.3
1063,11.0,14.0,41.0,46.0,7.06,47.2,125.7,359,7.9,44.2,99.3
1072,3.0,20.0,33.0,47.0,5.84,15.27,16.6,1,1.3,0.0,61.3
1073,2.0,8.0,66.0,26.0,7.33,14.31,12.0,10,1.5,43.5,132.7
1074,5.0,20.0,16.0,65.0,6.42,40.4,59.9,1,4.7,8.1,288.2
1075,4.0,22.0,20.0,57.0,7.28,20.3,89.6,170,3.7,24.9,103.8
1083,2.0,13.0,35.0,52.0,7.45,44.4,19.6,5,2.1,28.9,107.9
1090,10.0,33.0,15.0,52.0,7.19,39.7,46.0,33,4.4,6.9,255.9
1094,4.0,16.0,36.0,47.0,7.03,26.9,15.1,2,1.6,51.3,156.5
1103,7.0,11.0,51.0,38.0,6.44,28.6,28.2,2,2.1,7.1,57.5
1111,9.0,21.0,32.0,47.0,6.98,24.6,59.8,15,4.0,8.4,200.9
1112,24.0,16.0,40.0,43.0,7.38,58.0,64.4,478,4.7,123.2,338.5
1116,4.0,15.0,29.0,56.0,6.68,20.0,37.5,1,3.5,5.4,114.7
1117,4.0,23.0,20.0,57.0,7.39,17.77,19.7,44,2.3,7.6,224.3
1118,5.0,32.0,17.0,51.0,5.73,16.92,75.9,0,7.4,5.6,144.1
1119,39.0,18.0,36.0,46.0,7.22,59.3,35.7,99,3.5,7.9,143.5
1120,3.0,30.0,18.0,52.0,6.23,15.6,21.8,1,2.4,57.4,543.7
1121,5.0,26.0,16.0,58.0,5.57,20.8,27.1,0,3.0,22.9,488.1
1125,2.0,13.0,57.0,30.0,6.14,26.4,26.3,0,2.2,7.5,196.5
1126,4.0,20.0,26.0,55.0,6.2,30.7,23.3,0,2.2,4.3,553.0
1127,1.0,11.0,61.0,28.0,6.13,10.29,21.7,1,2.2,85.7,266.5
1128,1.0,20.0,37.0,43.0,6.62,15.78,27.4,2,2.8,112.6,1182.9
1129,8.0,13.0,45.0,42.0,5.76,19.44,12.5,1,1.3,0.0,68.4
1130,4.0,32.0,26.0,42.0,7.21,27.1,28.4,28,2.9,6.1,624.1
1131,7.0,24.0,25.0,52.0,6.32,47.2,38.1,3,3.7,3.8,96.0
1133,6.0,13.0,52.0,36.0,7.38,20.3,18.5,16,1.8,9.3,130.2
1134,32.0,25.0,21.0,54.0,6.45,22.5,12.0,0,1.7,6.7,210.8
1135,25.0,21.0,34.0,46.0,6.08,33.3,28.5,0,2.7,5.2,339.0
1137,42.0,19.0,27.0,54.0,7.34,32.3,38.9,7,3.0,6.1,234.3
1139,22.0,26.0,22.0,53.0,7.43,31.4,43.1,111,2.5,3.4,154.8
1144,3.0,31.0,18.0,52.0,6.64,14.54,22.0,3,1.7,0.0,89.6
1145,67.0,18.0,38.0,44.0,7.13,41.4,27.0,14,2.6,8.2,77.2
1146,4.0,35.0,10.0,55.0,5.86,19.51,15.7,0,1.9,0.0,137.3
1147,4.0,22.0,30.0,47.0,5.63,15.58,19.9,0,2.0,0.0,72.1
