,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
5797,,,,,5.84,12.53,33.1,0,3.7,11.7,156.9
5798,,,,,5.87,29.8,32.2,0,3.0,18.9,134.3
5802,,,,,5.82,19.44,80.1,0,6.6,24.6,412.2
5803,,,,,5.57,18.71,46.0,0,4.4,43.2,228.5
5804,,,,,5.8,12.39,45.6,0,3.1,21.9,208.8
5808,,,,,5.61,26.2,23.3,0,1.8,10.1,57.4
5819,,,,,5.57,10.57,26.4,0,2.7,59.7,189.3
5844,,,,,5.89,19.55,26.7,0,2.6,10.8,229.3
5850,,,,,5.55,34.6,49.8,0,5.3,114.5,606.4
5856,,,,,5.74,33.2,46.2,0,4.6,37.2,437.7
5912,,,,,5.72,11.04,17.4,0,2.3,35.0,83.3
5913,,,,,5.64,24.8,16.9,0,2.1,72.5,59.5
5915,,,,,5.63,18.08,12.1,0,1.5,43.4,57.9
5965,,,,,5.76,19.27,21.1,0,2.1,39.3,126.1
5970,,,,,5.54,18.4,33.6,0,3.3,20.1,250.0
5985,,,,,5.55,62.3,35.8,0,3.1,139.3,495.3
5991,,,,,5.59,14.29,124.4,0,6.6,32.5,155.7
6010,,,,,5.61,26.2,23.8,0,2.3,25.9,75.8
6094,,,,,5.87,22.6,19.4,0,2.0,27.1,101.5
6117,,,,,5.56,51.6,71.2,0,3.0,8.6,93.2
6243,,,,,5.79,37.9,28.4,0,3.5,21.4,182.5
6298,,,,,5.5,50.0,20.2,0,2.5,58.4,168.4
6306,,,,,5.82,22.9,18.4,1,2.2,40.9,175.9
6345,,,,,5.67,26.6,26.1,0,2.3,8.0,55.3
6352,,,,,5.5,63.2,275.9,0,15.5,15.0,203.7
6360,,,,,5.88,16.79,11.0,0,1.4,9.1,162.7
6362,,,,,5.84,21.3,29.7,0,2.8,31.6,164.8
6367,,,,,5.52,25.0,20.0,0,2.4,24.3,102.6
6392,,,,,5.91,21.5,14.3,0,1.5,23.9,91.1
6490,,,,,5.55,34.1,17.2,0,1.9,23.0,85.8
6492,,,,,5.69,20.5,19.1,0,2.2,34.0,43.8
6516,,,,,5.86,38.0,83.2,0,5.2,16.4,65.2
6524,,,,,5.52,20.2,74.6,0,5.6,20.2,182.8
6531,,,,,5.73,16.69,16.0,0,2.1,33.7,117.7
6537,,,,,5.9,18.33,17.5,0,2.3,8.4,88.4
6539,,,,,5.97,16.76,17.4,0,2.0,18.4,75.9
6675,,,,,5.98,29.3,35.9,3,3.1,16.5,467.4
6679,,,,,5.74,19.42,16.9,0,1.8,173.9,191.0
6722,,,,,5.54,12.77,27.3,0,1.6,5.7,108.0
6743,,,,,5.89,23.7,20.5,0,2.1,22.0,68.9
6756,,,,,5.97,27.3,13.5,0,1.4,20.5,204.8
6757,,,,,5.77,14.41,14.0,0,1.6,61.2,97.4
6764,,,,,5.57,25.0,22.8,0,2.1,32.7,85.0
6826,,,,,5.62,13.68,135.7,0,6.8,10.2,212.3
6925,,,,,5.92,30.5,35.2,0,2.8,46.6,295.8
6952,,,,,5.75,25.3,21.8,0,2.4,50.5,191.2
6992,,,,,5.76,16.12,18.4,0,1.9,97.2,203.9
7001,,,,,5.66,12.9,20.2,0,2.0,14.4,200.8
7010,,,,,5.59,20.2,13.1,0,1.6,22.2,59.6
7012,,,,,5.68,34.4,12.8,0,1.7,36.5,276.4
7013,,,,,5.58,12.44,10.3,0,1.3,15.2,72.4
7025,,,,,5.92,11.85,16.4,1,1.9,5.1,177.4
7032,,,,,5.7,13.83,24.2,0,2.3,20.2,405.2
7042,,,,,5.66,14.15,26.4,0,2.6,96.0,213.3
7057,,,,,5.61,21.0,18.1,0,2.1,11.3,141.4
7079,,,,,5.64,13.17,15.1,0,1.8,43.9,203.5
7084,,,,,5.84,71.7,52.5,0,5.3,84.9,366.0
7087,,,,,5.77,10.93,16.9,1,1.7,30.2,192.4
7097,,,,,5.5,16.82,18.6,0,2.1,28.1,148.6
7110,,,,,5.67,30.5,13.5,0,1.8,13.7,146.4
7129,,,,,5.61,20.2,24.1,0,2.5,6.8,137.8
7138,,,,,5.67,13.98,13.4,0,1.6,11.8,222.1
7151,,,,,5.57,11.87,13.1,0,1.5,9.8,165.6
7153,,,,,5.57,12.58,14.2,0,1.5,17.7,244.6
7161,,,,,5.61,15.26,26.4,0,2.5,6.7,191.2
7191,,,,,5.58,21.3,20.9,0,2.0,11.0,191.9
7204,,,,,5.86,10.3,17.2,0,1.7,10.0,188.7
7221,,,,,5.7,25.8,27.8,1,2.7,11.5,342.5
7225,,,,,5.75,10.04,28.5,0,2.8,10.5,213.9
7234,,,,,5.88,16.47,21.8,0,2.1,0.0,137.6
7244,,,,,5.51,20.7,37.6,0,3.7,11.8,161.4
7273,,,,,5.67,14.51,20.2,0,2.4,17.4,157.7
7281,,,,,5.84,18.5,24.6,0,2.6,18.2,286.8
7282,,,,,5.76,14.83,15.5,0,1.9,43.5,286.2
7284,,,,,5.82,17.1,18.8,0,2.2,23.8,190.5
7285,,,,,5.69,24.3,48.3,1,3.9,21.8,177.4
7286,,,,,5.53,19.73,9.7,0,1.2,15.6,227.0
7304,,,,,5.79,10.15,16.5,0,1.8,4.2,93.5
7305,,,,,5.75,21.9,22.7,0,2.4,14.6,373.5
7320,,,,,5.53,41.9,50.5,0,4.8,5.7,321.6
7324,,,,,5.6,10.93,10.1,0,1.2,6.4,122.5
7337,,,,,5.86,17.6,14.5,0,1.7,36.1,222.3
7346,,,,,5.8,10.41,19.2,0,2.4,7.3,136.1
7351,,,,,5.65,10.11,43.2,0,3.8,4.6,352.1
7355,,,,,5.68,51.8,44.2,0,4.9,78.6,478.5
7358,,,,,5.57,52.7,49.4,0,4.8,11.7,473.4
7367,,,,,5.95,43.0,26.3,0,2.8,13.7,204.9
7370,,,,,5.79,19.79,11.5,0,1.4,8.1,286.7
7380,,,,,5.57,20.2,14.1,0,1.6,11.3,119.4
7387,,,,,5.68,12.47,16.4,0,1.7,14.5,105.7
7389,,,,,5.69,12.49,17.4,0,2.1,9.5,152.4
7391,,,,,5.88,11.8,18.7,0,1.8,5.7,201.9
7392,,,,,5.74,25.3,32.4,0,3.0,19.1,226.4
7412,,,,,5.94,21.1,17.7,0,2.1,9.8,64.6
7421,,,,,5.53,16.92,17.2,0,1.9,25.2,347.4
7469,,,,,5.92,48.2,11.6,0,1.3,24.7,121.7
7476,,,,,5.98,18.77,23.9,0,2.5,12.8,192.9
7493,,,,,5.74,13.87,24.2,0,2.7,7.8,582.9
7494,,,,,6.0,45.2,35.9,0,3.7,11.2,115.4
7496,,,,,5.77,11.6,20.2,0,1.8,23.2,220.9
7504,,,,,5.81,10.82,13.7,0,1.4,17.0,225.9
7506,,,,,5.71,15.69,15.3,0,1.7,25.2,180.7
7509,,,,,5.97,29.1,22.2,0,2.6,6.5,180.6
7516,,,,,5.54,12.86,21.4,0,2.1,9.4,132.7
7519,,,,,5.5,12.22,16.4,0,1.8,0.0,112.9
7539,,,,,5.83,14.75,16.6,0,1.8,19.4,217.8
7543,,,,,5.78,14.58,11.8,0,1.4,51.0,180.4
7552,,,,,5.83,33.7,33.6,0,3.6,15.5,227.9
7559,,,,,5.83,13.55,8.1,0,1.0,17.6,87.7
7566,,,,,5.95,18.61,33.3,0,2.9,10.4,349.5
7571,,,,,5.96,16.21,24.4,0,2.4,19.9,421.9
7572,,,,,5.89,24.1,23.8,0,2.5,7.2,113.6
7578,,,,,5.87,18.8,21.8,0,2.5,116.0,208.5
7592,,,,,5.68,10.49,16.4,0,2.0,59.1,161.9
7609,,,,,5.61,11.95,30.5,0,3.4,4.8,103.8
7614,,,,,5.54,21.7,18.1,0,2.1,8.7,172.3
7615,,,,,5.86,15.41,20.7,0,2.1,16.5,197.1
7621,,,,,5.84,37.2,27.2,1,2.8,24.2,186.5
7622,,,,,5.8,17.6,18.5,0,2.1,12.6,199.4
7627,,,,,5.59,16.5,21.5,0,2.8,9.9,100.6
7643,,,,,5.72,29.4,20.4,0,2.5,5.6,123.0
7652,,,,,5.69,33.7,21.7,0,2.3,122.7,661.8
7659,,,,,5.71,11.36,19.0,0,1.6,11.0,253.6
7662,,,,,5.96,14.37,24.5,0,1.9,14.6,238.2
7669,,,,,5.95,13.19,24.0,0,2.3,15.9,374.5
7687,,,,,5.98,18.4,50.7,0,3.4,54.1,437.1
7699,,,,,5.95,17.43,10.5,0,1.4,15.0,99.1
7710,,,,,5.59,10.86,23.7,0,2.3,12.6,298.5
7712,,,,,5.76,21.1,22.7,0,2.6,7.8,168.5
7715,,,,,5.53,18.16,21.2,0,2.3,23.5,166.9
7725,,,,,5.82,16.68,11.0,0,1.5,7.6,56.0
7742,,,,,5.78,12.95,17.4,1,1.7,13.4,163.8
7743,,,,,5.65,16.02,38.4,1,3.6,14.8,280.2
7763,,,,,5.95,11.05,42.6,0,4.0,5.9,278.5
7768,,,,,5.64,15.28,20.1,0,2.0,15.5,240.5
7772,,,,,5.64,12.57,35.0,0,3.1,18.8,277.2
7775,,,,,5.68,13.13,14.0,0,1.5,42.1,250.5
7786,,,,,5.85,10.14,16.8,0,1.9,0.0,65.2
7804,,,,,5.97,17.75,17.5,0,1.9,19.4,218.9
7818,,,,,5.51,12.74,10.7,0,1.5,6.5,149.5
7821,,,,,5.79,12.95,16.1,0,1.8,10.5,178.2
7838,,,,,5.61,14.34,10.4,0,1.3,10.6,155.0
7853,,,,,5.69,35.0,19.3,0,2.3,20.9,356.9
7860,,,,,5.83,11.17,18.3,0,1.9,24.1,217.5
7883,,,,,5.6,45.3,25.5,0,3.2,15.1,195.8
7885,,,,,5.68,13.01,10.4,0,1.4,14.5,127.8
7886,,,,,5.88,23.1,21.2,0,2.5,18.3,392.6
7889,,,,,5.66,19.92,18.2,0,2.0,24.1,117.3
7905,,,,,5.54,21.4,15.8,0,1.7,71.6,215.1
7907,,,,,5.99,12.65,20.5,0,1.9,11.5,215.8
7908,,,,,5.78,12.88,15.9,0,2.2,0.0,67.3
7918,,,,,5.52,23.2,17.4,0,1.9,21.6,319.4
7930,,,,,5.96,12.82,11.3,0,1.1,7.9,66.9
7932,,,,,5.96,53.3,55.6,0,5.9,18.2,729.7
7960,,,,,5.78,11.27,27.7,0,2.7,6.9,147.6
7966,,,,,5.83,18.84,19.7,0,2.1,13.6,100.7
7972,,,,,5.81,26.5,11.6,0,1.5,14.8,207.4
7973,,,,,5.51,13.15,15.8,0,1.6,21.2,233.4
7983,,,,,5.73,14.89,33.6,0,2.0,5.0,116.1
8055,,,,,5.97,33.2,12.8,0,1.8,48.1,299.9
8070,,,,,5.88,24.1,29.0,0,3.4,14.8,170.1
8133,,,,,5.86,17.04,34.3,0,3.7,13.1,139.7
8196,,,,,5.95,38.9,25.7,2,2.3,35.0,135.6
8203,,,,,5.51,13.3,16.2,0,1.8,17.2,156.5
8234,,,,,5.9,43.1,48.5,0,3.8,82.1,67.1
8255,,,,,5.7,13.4,18.9,0,1.8,10.1,153.9
8262,,,,,5.92,19.37,63.3,0,4.9,73.9,413.8
8269,,,,,5.51,10.15,25.5,0,2.5,25.5,125.2
8299,,,,,5.73,11.01,22.6,0,2.1,10.3,112.9
8356,,,,,5.58,31.0,11.4,1,1.2,13.2,73.0
8396,,,,,5.81,14.81,21.9,0,2.3,3.4,150.0
8424,,,,,5.79,51.5,87.7,0,8.1,29.6,31.6
8459,,,,,5.75,15.3,29.7,1,3.2,16.6,88.6
8460,,,,,5.76,11.9,9.6,0,1.1,45.9,55.8
8479,,,,,5.92,35.5,14.9,0,1.6,28.8,36.0
8486,,,,,5.64,26.7,8.9,0,1.0,62.7,155.7
8488,,,,,5.59,19.91,5.4,1,0.7,39.0,137.8
8492,,,,,5.85,19.83,7.6,0,0.9,54.6,126.8
8503,,,,,5.66,24.2,30.4,0,3.5,72.5,278.6
8507,,,,,5.86,16.07,12.8,0,1.5,46.3,220.6
8516,,,,,5.86,11.99,9.8,0,1.1,55.8,155.9
8521,,,,,5.61,11.72,15.6,0,1.8,24.9,52.0
8532,,,,,5.57,22.0,14.8,0,1.3,75.9,180.0
8548,,,,,5.95,20.7,10.1,0,1.2,50.2,244.5
8577,,,,,5.71,35.0,31.8,0,3.0,0.0,127.4
8584,,,,,5.92,19.01,6.5,0,0.8,67.1,178.5
8586,,,,,5.82,10.3,10.2,0,0.9,40.3,76.2
8600,,,,,5.79,28.9,21.5,0,2.1,10.8,88.0
8604,,,,,5.96,57.0,51.2,1,4.6,43.2,274.7
8608,,,,,5.68,22.0,12.4,0,1.2,43.2,138.3
8611,,,,,5.9,15.14,11.4,0,1.2,101.0,176.5
8612,,,,,5.74,24.9,8.6,0,1.0,63.1,208.5
8614,,,,,5.53,23.9,16.0,0,2.0,45.8,388.7
8619,,,,,5.71,15.0,37.8,0,3.9,27.5,424.4
8624,,,,,5.75,18.81,9.1,1,1.1,57.1,207.6
8626,,,,,5.51,21.4,13.6,0,1.7,55.5,127.7
8645,,,,,5.74,21.0,22.5,0,2.5,27.6,181.7
8662,,,,,5.56,10.39,14.9,0,1.6,12.7,72.4
8707,,,,,5.88,20.6,10.6,0,1.2,99.9,155.1
8750,,,,,5.88,26.1,8.4,0,1.0,67.5,169.8
8772,,,,,5.65,12.36,6.5,0,0.9,66.2,72.5
8802,,,,,5.64,10.74,10.1,0,1.3,63.0,172.2
8804,,,,,5.71,18.18,15.5,0,1.9,19.5,131.1
8806,,,,,5.7,20.4,10.4,0,1.4,63.9,96.3
8807,,,,,5.88,10.23,22.1,0,2.4,20.1,36.1
8816,,,,,5.9,12.96,10.8,0,1.4,64.3,12.2
8820,,,,,5.94,44.2,25.8,0,2.6,77.1,370.1
8826,,,,,5.72,35.5,36.2,0,4.1,40.0,246.7
8836,,,,,5.74,36.0,16.9,0,2.0,95.4,137.5
8838,,,,,5.64,15.43,10.3,0,0.9,42.3,48.5
8848,,,,,5.8,14.62,15.3,0,1.6,67.5,173.3
8860,,,,,5.82,13.38,9.2,0,1.1,34.9,32.0
8864,,,,,5.96,23.4,11.4,0,1.3,44.9,46.1
8868,,,,,5.68,20.1,8.8,1,1.0,35.1,80.4
8882,,,,,6.0,16.07,10.4,0,1.4,37.7,70.2
8887,,,,,5.91,56.3,32.2,0,3.7,131.9,216.5
8891,,,,,5.69,16.77,9.9,0,1.2,75.4,157.8
8900,,,,,5.52,11.57,11.8,0,1.2,52.6,35.4
8902,,,,,5.94,19.87,11.4,0,1.4,40.1,38.8
8906,,,,,5.56,11.94,6.1,0,0.7,69.9,52.3
8923,,,,,5.53,26.5,11.0,0,1.4,47.6,193.9
8986,,,,,6.0,19.72,21.2,0,2.1,64.3,218.6
8987,,,,,5.83,21.4,17.5,0,2.2,15.2,131.6
9009,,,,,5.68,36.3,43.7,0,3.9,43.0,75.5
9031,,,,,5.91,57.99,19.8,0,1.5,41.0,46.4
9039,,,,,6.0,24.4,12.3,0,1.5,38.2,104.5
9051,,,,,5.85,13.55,9.2,0,1.1,50.1,160.3
9064,,,,,5.55,15.56,7.6,0,1.0,70.6,70.3
9065,,,,,5.5,13.36,11.1,0,1.1,31.6,61.3
9083,,,,,5.57,11.67,9.2,0,0.9,19.5,8.4
9099,,,,,5.86,13.47,12.8,0,1.7,71.1,86.1
9100,,,,,5.99,19.71,33.9,0,3.6,53.0,84.0
9101,,,,,5.57,14.28,38.5,0,3.9,23.8,18.7
9106,,,,,5.61,12.74,9.6,0,1.1,59.5,79.5
9110,,,,,5.98,26.2,9.3,0,1.2,146.2,263.7
9120,,,,,5.69,14.42,10.2,0,1.1,46.2,86.3
9128,,,,,5.62,14.56,8.4,0,1.0,20.2,40.7
9144,,,,,5.57,15.82,10.2,0,1.0,47.4,74.9
9151,,,,,5.97,13.44,5.0,0,0.6,37.2,88.2
9153,,,,,5.94,23.8,14.7,0,1.5,42.0,129.9
9165,,,,,5.7,13.72,7.8,0,0.9,30.2,89.0
9191,,,,,5.97,15.63,13.8,1,1.4,18.9,161.6
9197,,,,,5.5,16.53,12.2,0,1.4,23.6,90.4
9199,,,,,5.99,21.4,22.1,0,2.3,62.0,194.9
9204,,,,,5.71,16.12,14.3,1,1.6,63.4,29.8
9207,,,,,5.63,18.94,11.1,2,1.2,54.3,54.5
9213,,,,,5.99,20.4,11.7,0,1.4,89.5,214.4
9237,,,,,5.97,21.5,13.0,1,1.4,72.4,120.1
9247,,,,,5.9,46.1,26.2,0,2.9,17.2,83.0
9257,,,,,5.62,13.7,11.9,1,1.2,110.4,212.0
9280,,,,,5.82,17.99,10.8,1,1.2,47.5,64.5
9284,,,,,5.7,19.92,32.0,1,2.4,69.9,132.4
9301,,,,,5.66,10.55,11.6,0,1.1,93.5,117.0
9323,,,,,5.7,12.13,9.8,0,1.3,27.2,150.3
9331,,,,,6.0,16.35,19.0,0,2.1,27.5,193.7
9335,,,,,5.68,23.0,14.8,0,1.8,52.8,323.3
9355,,,,,5.78,14.73,16.3,0,1.7,48.0,86.6
9374,,,,,5.95,28.4,23.6,0,2.2,71.3,281.1
9375,,,,,5.93,12.86,25.6,0,2.5,32.6,107.1
9384,,,,,5.66,21.8,11.1,0,1.4,131.1,179.1
9420,,,,,5.53,14.05,6.4,0,0.9,13.8,7.8
9426,,,,,5.82,11.77,8.9,0,1.1,78.5,47.0
9438,,,,,5.56,10.47,34.7,0,2.7,54.3,157.0
9440,,,,,5.5,11.34,10.7,0,1.1,42.1,38.1
9442,,,,,5.63,13.78,7.0,0,0.9,90.3,101.5
9494,,,,,5.9,13.16,7.7,0,0.9,47.0,104.3
9496,,,,,5.89,21.79,30.4,0,3.1,17.5,4.1
9497,,,,,5.9,10.15,8.7,0,1.0,57.7,46.8
9501,,,,,5.77,16.5,42.4,0,3.6,16.3,12.4
9503,,,,,5.78,14.68,7.0,0,0.9,11.0,25.2
9505,,,,,5.92,35.4,61.2,0,5.7,79.0,32.6
9524,,,,,5.87,18.89,12.3,2,1.6,30.3,91.6
9529,,,,,5.7,11.36,18.0,1,2.2,18.0,323.9
9534,,,,,5.56,21.7,22.1,1,2.6,0.0,80.2
9550,,,,,5.65,10.92,21.7,1,2.6,20.1,68.8
9552,,,,,5.74,14.21,10.7,1,1.3,24.1,161.4
9553,,,,,5.94,10.29,10.0,1,1.1,30.3,156.4
9564,,,,,5.69,36.1,41.3,2,4.2,103.0,59.6
9565,,,,,5.99,18.67,47.5,1,4.4,72.6,55.1
9570,,,,,5.64,19.82,10.3,1,1.2,68.7,132.4
9575,,,,,5.8,25.2,23.9,0,2.9,16.2,37.2
9598,,,,,5.61,18.54,9.0,0,1.0,47.9,229.5
9626,,,,,5.59,12.68,33.0,8,3.7,35.4,22.4
9637,,,,,5.7,16.77,12.3,1,1.6,40.7,72.8
9645,,,,,5.57,18.37,7.3,0,0.9,77.4,54.2
9659,,,,,5.96,23.9,16.0,0,1.6,53.4,89.5
9718,,,,,5.55,21.3,34.0,0,2.9,43.0,166.1
9719,,,,,5.56,54.3,68.5,1,6.7,50.7,31.3
9736,,,,,5.51,62.2,29.6,0,3.7,71.0,160.3
9737,,,,,5.89,22.9,74.6,1,8.2,52.7,179.4
9745,,,,,5.8,26.6,30.0,1,2.5,132.1,116.9
9752,,,,,5.64,15.46,23.0,0,1.5,47.6,24.6
9758,,,,,5.63,11.95,27.9,1,2.1,130.0,80.9
9759,,,,,5.62,33.9,25.6,0,2.4,108.8,127.5
9775,,,,,5.52,25.4,19.4,1,2.1,116.0,49.7
9780,,,,,5.79,31.9,33.8,0,3.8,51.9,176.1
9781,,,,,5.67,10.79,5.8,0,0.8,75.8,45.8
9784,,,,,6.0,19.11,80.6,0,4.6,93.2,484.0
9787,,,,,5.77,24.9,29.6,1,2.0,155.5,138.3
9808,,,,,5.62,26.1,56.1,0,2.9,114.2,155.2
9821,,,,,5.84,20.2,19.7,0,1.9,127.9,84.4
9847,,,,,5.5,37.5,26.7,0,2.2,116.2,68.0
9864,,,,,5.56,14.92,26.8,0,1.6,7.9,135.5
9865,,,,,5.83,13.25,46.4,0,3.4,18.1,36.8
9885,,,,,5.6,13.47,33.6,0,2.7,18.3,104.3
9889,,,,,5.82,45.2,44.0,0,4.5,35.9,47.2
9906,,,,,5.71,13.87,17.5,0,1.6,14.7,41.6
9915,,,,,5.53,22.7,14.8,0,1.5,38.0,123.8
9933,,,,,5.77,20.9,24.1,0,2.2,28.0,171.2
9938,,,,,5.6,13.51,37.4,0,3.1,0.0,36.4
9952,,,,,5.77,10.79,44.5,0,3.5,26.2,233.4
9959,,,,,5.62,33.0,43.2,0,3.6,24.3,86.9
9972,,,,,5.73,13.35,42.1,0,3.6,31.5,56.6
9976,,,,,5.59,14.25,41.3,0,4.0,14.6,148.0
9988,,,,,5.99,34.0,206.6,0,11.9,14.9,69.3
10038,,,,,5.99,11.74,11.2,0,1.1,7.5,81.6
10059,,,,,5.62,32.7,17.1,0,1.9,61.2,302.3
10103,,,,,5.97,19.98,31.0,0,2.3,18.8,91.8
10120,,,,,5.56,16.19,38.3,0,2.8,14.3,78.9
10132,,,,,5.68,58.5,323.5,0,25.7,44.6,115.6
10140,,,,,5.65,38.8,89.0,0,5.1,21.4,41.2
10150,,,,,5.95,24.2,154.5,0,9.4,22.2,90.1
10155,,,,,5.98,79.6,343.7,1,28.5,31.6,104.7
10181,,,,,5.6,13.44,32.0,0,2.5,9.7,31.5
10234,,,,,5.75,56.4,17.8,1,2.2,79.8,195.5
10250,,,,,5.73,17.23,81.1,0,6.8,27.2,46.6
10276,,,,,5.52,11.19,14.0,0,1.6,7.6,69.9
10280,,,,,5.96,13.47,52.8,0,4.5,17.3,75.8
10318,,,,,5.96,16.8,70.1,0,5.2,21.4,66.7
10326,,,,,5.54,32.3,428.9,0,19.8,32.3,101.6
10338,,,,,5.64,11.47,14.5,0,1.6,12.7,98.7
10346,,,,,5.5,11.66,12.3,1,1.3,60.8,57.0
10372,,,,,5.95,14.0,35.8,1,3.7,15.6,84.5
10378,,,,,5.91,10.66,24.6,0,2.5,37.0,101.5
10398,,,,,5.72,11.01,14.8,1,1.6,10.2,49.7
10411,,,,,5.52,21.3,19.3,0,1.8,13.0,92.7
10427,,,,,5.78,10.52,17.5,0,1.9,11.7,88.3
10462,,,,,5.75,13.27,20.4,0,2.0,11.6,30.4
10485,,,,,5.84,12.5,51.9,0,4.2,21.2,53.9
10502,,,,,5.64,48.2,61.2,2,5.2,0.0,87.9
10507,,,,,5.68,70.2,86.1,0,7.2,109.8,352.2
10517,,,,,5.77,19.13,11.4,0,1.2,7.4,59.5
10528,,,,,5.92,10.05,20.9,0,2.3,33.2,131.8
10554,,,,,5.87,52.7,34.6,1,3.9,26.3,179.9
10590,,,,,5.87,22.3,11.9,0,1.4,19.0,485.7
10600,,,,,5.98,18.19,36.1,0,3.6,38.5,644.5
10612,,,,,5.61,42.5,22.4,1,2.6,10.1,371.9
10631,,,,,5.53,11.89,19.5,0,2.1,7.4,390.2
10635,,,,,5.78,14.47,17.4,0,1.3,8.2,119.5
10686,,,,,5.58,18.72,17.3,0,1.7,69.7,420.4
10707,,,,,5.89,59.9,22.4,0,2.6,120.3,1822.8
10847,,,,,5.71,26.1,15.7,1,1.8,31.3,131.6
10854,,,,,5.92,10.69,22.5,0,2.5,8.9,100.0
10917,,,,,5.55,18.44,20.6,0,2.2,11.7,178.2
10952,,,,,5.58,57.5,45.8,0,4.9,11.9,526.0
10953,,,,,5.81,36.1,34.1,0,3.4,14.0,222.4
10955,,,,,5.61,25.4,10.2,0,1.2,14.3,219.3
10957,,,,,5.61,14.66,13.5,0,1.5,6.3,136.6
10973,,,,,5.83,42.1,15.3,0,1.5,22.7,253.2
10974,,,,,5.68,40.6,23.6,0,2.8,45.5,373.9
10978,,,,,5.93,13.11,30.8,0,3.5,13.1,188.8
11043,,,,,5.93,29.8,24.7,2,1.9,6.6,59.7
11101,,,,,5.79,23.1,19.4,1,1.7,9.0,354.3
11223,,,,,5.5,60.7,16.9,1,2.5,61.7,238.6
11224,,,,,5.57,31.6,18.5,1,2.4,128.7,355.3
11299,,,,,5.98,44.0,26.4,1,2.9,14.1,380.5
11319,,,,,5.61,29.6,29.7,0,3.1,10.1,368.9
11330,,,,,5.75,12.42,8.6,0,1.3,16.8,54.4
11336,,,,,5.6,25.1,8.6,1,1.3,15.4,176.8
11349,,,,,5.93,13.41,18.0,0,2.3,55.9,80.9
11377,,,,,5.69,32.3,11.5,0,1.6,36.1,110.8
11380,,,,,5.57,29.0,6.0,0,0.9,35.1,145.8
11392,,,,,5.81,14.62,15.8,0,2.4,6.3,70.4
11407,,,,,5.88,22.6,8.7,0,1.3,28.0,202.9
11408,,,,,5.77,30.8,9.5,0,1.4,57.5,401.1
11423,,,,,6.0,47.3,32.8,1,3.3,5.4,50.4
11449,,,,,5.87,17.96,17.3,0,2.0,52.0,197.9
11465,,,,,5.55,18.79,9.0,1,1.4,24.7,104.3
11466,,,,,5.94,32.0,22.4,0,2.7,81.1,207.5
11482,,,,,5.9,14.99,26.5,1,2.4,4.6,264.5
11544,,,,,5.96,38.7,34.9,0,4.3,65.7,160.4
11547,,,,,5.69,14.16,40.4,1,4.6,35.9,200.4
11550,,,,,5.92,51.1,34.0,0,4.3,35.7,101.5
11553,,,,,5.52,10.61,36.4,0,4.2,45.7,208.1
11562,,,,,5.55,55.1,32.2,0,3.5,24.6,53.2
11585,,,,,5.96,28.6,18.6,0,2.6,32.1,323.4
11594,,,,,5.62,56.45,26.7,0,3.1,22.3,53.3
11613,,,,,5.66,45.6,32.2,1,3.5,42.7,271.7
11621,,,,,5.77,25.0,39.8,0,4.5,47.7,114.7
11651,,,,,5.95,12.57,40.6,1,3.3,12.7,99.5
11674,,,,,5.95,14.45,26.8,1,2.7,23.5,490.2
11697,,,,,5.99,11.4,19.1,0,1.9,42.1,216.6
11706,,,,,5.61,10.82,9.8,0,1.1,14.5,120.7
11712,,,,,5.74,14.03,7.9,0,1.1,9.3,113.3
11717,,,,,5.6,27.5,41.0,0,5.0,11.9,255.8
11719,,,,,5.85,14.55,38.2,0,3.8,15.7,177.8
11722,,,,,5.61,14.38,13.8,1,1.9,19.7,94.5
11723,,,,,5.69,12.31,22.1,1,2.4,8.8,210.4
11729,,,,,5.67,10.91,18.6,1,2.1,34.0,392.3
11746,,,,,5.65,23.7,19.4,0,2.5,35.5,315.3
11779,,,,,5.83,11.19,21.8,1,2.8,68.3,543.4
11790,,,,,5.72,15.61,17.7,0,2.3,77.9,362.6
11814,,,,,5.53,11.22,5.6,0,0.7,33.8,64.2
11878,,,,,5.79,16.95,9.0,1,1.1,39.8,121.0
11880,,,,,5.98,36.6,9.1,1,1.3,27.5,121.6
11913,,,,,5.86,11.37,19.7,0,2.0,16.7,167.4
11927,,,,,5.67,25.1,10.9,0,1.4,10.0,91.7
11931,,,,,5.92,20.5,14.6,1,1.7,21.4,163.0
11938,,,,,5.98,11.72,22.0,1,2.5,14.4,206.2
12056,,,,,5.92,40.7,124.8,1,10.1,12.2,240.4
12067,,,,,5.71,11.8,36.3,0,4.2,26.1,222.0
12068,,,,,5.76,11.9,37.8,0,3.9,20.6,207.8
12076,,,,,5.69,41.9,43.8,0,4.7,21.7,133.8
12080,,,,,5.75,48.0,36.5,0,4.0,25.5,89.4
12090,,,,,5.82,24.8,31.5,0,3.6,21.8,347.3
12128,,,,,5.66,15.24,56.4,0,3.6,14.0,208.0
12159,,,,,5.57,19.12,22.8,0,2.7,32.9,218.0
12169,,,,,5.55,31.1,33.7,0,3.4,42.8,273.8
12171,,,,,5.98,15.45,58.9,0,6.4,49.0,757.5
12184,,,,,5.54,10.05,31.4,0,3.3,25.5,330.9
12185,,,,,5.81,10.2,41.8,0,4.1,17.7,117.1
12198,,,,,5.9,21.6,15.8,0,2.1,28.7,70.0
