,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
18997,,,,,6.05,10.06,12.3,0,1.1,68.6,97.0
19000,,,,,5.8,13.58,17.3,0,1.9,51.5,271.1
19003,,,,,6.22,11.54,11.2,0,1.5,86.9,186.9
19010,,,,,6.3,17.78,11.0,0,1.3,65.3,236.3
19012,,,,,6.29,17.44,17.7,0,1.9,82.8,291.0
19014,,,,,5.54,25.0,15.2,0,2.1,38.3,108.0
19020,,,,,6.3,16.34,12.2,0,1.5,46.1,360.3
19021,,,,,6.17,12.41,19.6,1,2.2,21.2,135.1
19023,,,,,5.74,37.6,36.5,0,4.3,36.0,113.1
19031,,,,,6.47,13.05,20.3,0,1.9,53.5,387.6
19032,,,,,6.39,10.4,16.0,0,1.9,95.7,406.2
19046,,,,,5.86,43.8,51.1,0,4.2,20.9,133.2
19061,,,,,6.1,15.48,10.2,0,1.2,51.8,162.4
19077,,,,,5.93,14.07,33.0,1,3.8,57.7,131.0
19078,,,,,5.65,30.0,19.9,1,1.6,126.3,151.0
19079,,,,,6.03,16.14,18.2,1,1.5,119.0,135.1
19087,,,,,5.92,25.4,18.3,1,1.7,136.5,426.3
19088,,,,,5.73,15.88,61.3,1,5.9,23.4,202.8
19113,,,,,5.83,13.8,44.8,0,5.3,26.1,225.3
19116,,,,,6.2,23.0,32.9,0,3.9,43.3,83.7
19122,,,,,5.81,10.48,41.3,1,4.8,22.5,101.5
19124,,,,,5.61,10.44,18.6,1,2.5,16.3,60.4
19139,,,,,6.48,15.46,15.9,0,2.0,40.1,298.4
19144,,,,,6.04,11.28,12.2,0,1.8,29.5,163.4
19171,,,,,6.0,16.43,27.6,0,3.1,29.1,97.5
19172,,,,,5.82,11.17,33.6,0,2.6,16.1,151.4
19178,,,,,5.73,18.08,10.6,0,1.4,44.7,122.4
19181,,,,,5.58,12.58,38.4,0,4.3,21.1,146.2
19189,,,,,6.19,10.7,19.9,0,1.6,82.7,279.5
19191,,,,,5.82,16.98,33.6,0,3.5,52.3,47.7
19198,,,,,6.21,10.75,28.1,0,2.0,87.5,149.3
19199,,,,,5.75,10.42,9.1,0,1.0,59.9,123.5
19202,,,,,6.02,13.58,19.8,0,1.8,99.5,254.8
19205,,,,,6.33,13.26,9.0,2,1.0,54.8,202.5
19209,,,,,6.47,24.4,11.9,0,1.4,65.6,355.8
19211,,,,,6.43,14.57,54.5,3,5.5,58.4,214.0
19219,,,,,6.02,42.2,29.3,0,3.0,39.8,45.7
19222,,,,,6.13,29.3,33.7,1,2.7,26.2,170.6
19223,,,,,6.07,58.3,60.8,0,3.7,129.1,215.0
19230,,,,,5.91,14.04,12.6,0,1.0,84.1,180.3
19231,,,,,5.78,10.48,12.7,0,1.2,71.0,58.0
19232,,,,,6.29,41.0,21.2,1,2.2,84.8,209.5
19235,,,,,5.53,23.0,24.9,2,2.8,61.1,155.3
19236,,,,,5.75,39.8,33.4,1,1.7,102.7,141.3
19240,,,,,5.77,16.7,21.2,0,1.8,160.1,218.1
19247,,,,,5.54,18.34,39.4,0,3.8,37.1,319.5
19249,,,,,5.77,33.1,16.7,0,2.0,33.2,53.5
19252,,,,,5.5,44.9,46.2,1,4.6,40.2,167.9
19254,,,,,6.38,16.89,9.1,0,1.1,23.7,181.8
19259,,,,,5.55,23.2,23.0,1,2.8,21.1,82.5
19263,,,,,5.8,59.0,22.0,1,2.6,57.3,81.5
19266,,,,,6.05,17.73,10.1,0,1.2,80.3,222.4
19268,,,,,6.15,13.7,7.4,1,0.9,38.4,73.3
19269,,,,,6.26,23.6,18.1,0,1.9,44.5,109.5
19270,,,,,5.61,15.32,11.3,0,1.2,70.3,60.5
19272,,,,,6.08,45.7,20.3,1,2.5,144.0,262.1
19281,,,,,5.67,11.44,13.2,0,1.4,102.2,140.4
19287,,,,,5.67,16.52,14.9,0,1.6,64.8,93.5
19288,,,,,5.79,11.82,30.2,1,3.3,110.0,223.7
19291,,,,,6.13,10.77,11.7,0,1.4,53.8,280.4
19296,,,,,5.53,56.8,75.9,1,4.9,82.6,428.4
19297,,,,,5.7,17.5,25.7,0,2.6,91.8,62.3
19298,,,,,5.5,21.9,23.6,0,2.9,104.6,199.7
19299,,,,,5.55,36.3,31.6,0,3.2,68.4,80.2
19300,,,,,5.54,12.49,29.8,0,2.1,69.2,96.7
19306,,,,,6.06,21.5,16.6,0,1.9,72.7,161.3
19307,,,,,6.12,12.64,16.5,0,1.6,69.6,146.5
19342,,,,,6.42,17.73,11.5,0,1.4,31.6,85.6
19350,,,,,6.08,14.63,20.1,0,2.1,76.3,157.1
19354,,,,,6.27,14.17,29.0,1,2.1,69.0,135.8
19356,,,,,5.88,12.11,12.3,0,1.6,64.5,147.6
19358,,,,,6.43,25.6,32.5,2,3.6,35.2,161.2
19360,,,,,5.67,21.7,21.3,0,2.7,16.3,63.3
19361,,,,,6.18,40.0,18.7,1,2.3,93.4,507.1
19366,,,,,5.94,18.82,11.0,0,1.3,40.7,223.6
19369,,,,,5.63,16.51,8.9,0,1.2,51.7,145.1
19373,,,,,6.5,10.8,9.9,0,1.1,53.3,180.8
19384,,,,,5.6,35.5,11.3,0,1.7,40.9,229.6
19388,,,,,6.04,43.6,38.2,1,4.2,61.9,374.2
19391,,,,,5.95,14.3,22.5,2,2.0,116.1,136.0
19392,,,,,5.95,21.3,15.1,1,1.6,138.2,282.5
19402,,,,,6.41,13.46,31.5,0,3.3,29.3,106.5
19405,,,,,6.38,20.7,19.5,0,2.4,46.4,113.4
19406,,,,,5.9,18.05,16.2,0,1.9,25.6,72.5
19407,,,,,6.15,17.82,20.4,2,2.4,40.5,246.3
19409,,,,,5.65,35.2,39.3,0,3.9,27.0,271.1
19410,,,,,6.18,18.33,52.7,0,5.6,35.4,362.8
19417,,,,,6.41,25.1,9.5,2,1.1,39.9,144.1
19425,,,,,6.28,19.59,30.6,0,3.4,53.2,296.2
19428,,,,,6.47,28.1,19.1,2,2.3,23.5,29.0
19443,,,,,5.59,15.66,10.6,0,1.1,58.8,80.3
19444,,,,,5.78,25.8,34.5,0,3.8,73.1,277.0
19445,,,,,5.98,10.65,9.2,1,1.1,35.8,108.5
19448,,,,,6.05,38.1,38.5,2,3.8,76.2,357.6
19449,,,,,5.64,42.3,24.5,0,1.6,86.2,166.6
19456,,,,,6.34,25.8,16.1,1,2.1,77.4,212.7
19461,,,,,6.08,28.4,13.3,0,1.7,87.8,318.8
19488,,,,,5.95,49.3,16.4,2,2.4,30.9,227.1
19493,,,,,5.56,11.89,39.1,0,2.8,17.9,189.5
19495,,,,,6.01,11.03,12.4,0,1.3,109.2,163.8
19497,,,,,5.94,26.7,20.0,0,2.4,24.0,107.0
19506,,,,,5.83,27.4,16.8,0,1.7,134.4,257.0
19510,,,,,5.96,14.49,18.3,1,2.0,75.4,398.0
19527,,,,,5.88,24.5,18.8,1,1.8,56.2,56.8
19546,,,,,6.0,16.24,14.0,1,1.4,65.8,123.4
19551,,,,,6.09,18.86,25.1,0,2.0,55.5,74.8
19554,,,,,6.28,15.83,12.7,0,1.3,37.3,130.9
19555,,,,,5.79,15.56,77.4,0,4.5,82.5,248.4
19561,,,,,6.12,17.7,12.1,0,1.5,88.1,119.4
19563,,,,,6.13,15.17,32.4,0,2.1,41.6,86.2
19571,,,,,6.02,26.8,13.0,0,1.3,68.1,222.4
19574,,,,,5.5,12.54,44.1,0,3.3,68.8,35.3
19589,,,,,5.9,23.2,15.7,0,1.9,53.0,128.9
19591,,,,,5.79,36.0,49.1,0,3.2,108.7,172.3
19598,,,,,6.1,48.0,17.0,0,2.3,72.8,172.1
19599,,,,,5.89,28.1,21.3,0,1.8,78.6,103.3
19603,,,,,5.86,33.1,19.0,0,2.4,68.4,201.1
19610,,,,,5.81,19.8,13.9,0,1.5,86.6,362.9
19612,,,,,6.38,17.26,11.4,0,1.3,56.2,191.3
19616,,,,,6.49,13.92,11.0,0,1.4,44.3,243.0
19624,,,,,5.73,46.3,26.2,0,2.9,25.3,26.2
19626,,,,,5.79,24.7,25.5,0,2.4,53.8,165.4
19627,,,,,5.55,12.15,22.0,0,2.4,112.7,275.8
19628,,,,,6.03,10.44,8.1,0,1.0,57.8,238.6
19632,,,,,6.1,35.7,11.4,0,1.5,52.4,174.8
19633,,,,,5.76,22.9,13.3,0,1.3,69.8,357.3
19638,,,,,6.27,24.3,21.1,0,1.6,57.0,88.7
19639,,,,,5.78,17.88,26.8,0,1.6,80.4,69.1
19650,,,,,5.92,33.2,25.9,0,2.9,68.7,231.4
19651,,,,,6.47,18.02,16.6,0,2.1,115.1,271.8
19655,,,,,5.73,15.62,7.1,0,0.9,38.3,50.0
19658,,,,,6.4,24.9,10.0,0,1.4,71.1,138.5
19659,,,,,6.4,29.0,9.2,0,1.1,61.7,154.6
19660,,,,,5.79,27.2,64.4,1,7.3,135.8,627.5
19662,,,,,5.66,15.17,8.4,0,1.0,66.7,51.7
19665,,,,,5.91,24.9,9.0,0,1.1,41.6,161.3
19669,,,,,6.12,24.7,30.7,0,3.4,61.7,198.5
19673,,,,,6.14,15.11,8.7,0,1.0,75.5,151.8
19674,,,,,6.41,33.1,23.1,0,2.5,65.1,162.5
19677,,,,,6.15,29.4,25.9,0,3.1,49.4,167.3
19679,,,,,6.29,12.55,9.6,0,1.1,9.1,109.2
19682,,,,,6.05,11.44,30.3,1,3.2,23.3,106.2
19683,,,,,6.48,18.99,11.1,1,1.5,49.3,187.1
19684,,,,,6.16,54.4,25.1,1,3.1,26.0,63.4
19686,,,,,6.37,55.9,48.4,1,5.3,40.8,215.8
19688,,,,,5.54,21.2,14.6,0,1.8,58.4,228.2
19689,,,,,5.61,23.5,27.8,0,3.1,19.6,103.3
19698,,,,,5.68,11.43,38.4,2,3.5,21.2,200.2
19699,,,,,6.05,12.9,53.1,1,5.0,23.3,81.4
19701,,,,,5.88,10.03,46.0,1,4.8,24.6,102.2
19702,,,,,6.01,30.9,10.6,1,1.3,68.9,290.1
19707,,,,,5.7,35.3,12.4,2,1.5,46.6,73.1
19708,,,,,5.6,11.9,27.4,1,2.8,34.2,106.7
19709,,,,,6.32,19.97,28.7,1,3.2,24.8,233.4
19713,,,,,5.83,16.83,13.5,1,1.6,40.0,140.4
19724,,,,,6.11,29.8,19.5,0,2.1,51.1,299.7
19725,,,,,6.06,45.7,16.2,0,2.1,76.7,263.4
19726,,,,,6.41,38.5,20.7,2,2.6,49.6,329.8
19731,,,,,6.4,21.2,15.6,1,1.9,72.4,427.6
19734,,,,,6.5,20.8,17.4,3,2.2,36.6,317.1
19735,,,,,6.12,20.1,18.0,2,2.0,83.6,355.0
19739,,,,,5.83,14.09,10.6,0,1.3,51.0,126.2
19753,,,,,6.36,25.3,12.6,0,1.5,28.0,309.3
19758,,,,,6.18,11.82,9.7,0,1.1,61.6,418.4
19759,,,,,6.37,39.5,13.0,0,1.6,55.7,162.4
19765,,,,,6.34,13.26,13.7,0,1.7,76.3,238.9
19772,,,,,6.33,48.4,49.0,0,6.1,71.5,89.3
19777,,,,,5.96,12.75,38.2,1,4.0,27.1,152.8
19779,,,,,5.57,24.6,8.8,0,1.1,84.6,250.7
19782,,,,,6.3,14.2,4.8,0,0.6,22.5,84.5
19791,,,,,6.14,30.0,21.5,0,2.5,75.2,194.3
19800,,,,,6.45,19.6,12.5,1,1.4,56.6,190.6
19803,,,,,5.73,10.82,9.6,0,1.1,66.8,192.0
19804,,,,,5.89,28.4,8.1,0,1.1,34.7,172.7
19813,,,,,5.78,41.0,12.6,1,1.8,43.4,797.3
19817,,,,,6.03,21.4,67.0,2,6.7,27.9,142.9
19821,,,,,6.05,11.01,22.0,0,2.6,15.4,60.1
19829,,,,,5.87,13.72,12.7,0,1.4,22.8,236.7
19830,,,,,6.4,51.2,48.2,0,5.9,10.2,154.6
19837,,,,,5.83,12.65,18.2,0,2.2,26.1,65.5
19838,,,,,6.43,19.42,10.1,0,1.3,52.1,281.6
19843,,,,,5.72,27.6,10.3,0,1.4,25.4,134.9
19850,,,,,5.84,20.8,13.6,1,1.7,27.4,83.7
19855,,,,,6.24,33.6,12.7,0,1.2,44.6,49.8
19857,,,,,5.79,29.9,16.3,0,2.3,50.9,91.5
19858,,,,,5.94,22.8,11.1,0,1.3,83.7,299.7
19861,,,,,6.26,10.57,15.3,0,2.4,40.1,161.0
19866,,,,,6.49,12.36,11.0,1,1.1,54.4,94.1
19867,,,,,6.27,32.9,22.0,1,2.7,51.4,111.2
19868,,,,,5.67,27.8,27.0,0,3.4,11.8,115.9
19872,,,,,5.97,13.55,9.5,0,1.1,51.9,150.3
19873,,,,,6.37,20.9,42.0,1,4.7,37.0,151.1
19891,,,,,5.8,36.0,20.4,0,2.6,16.1,73.9
19893,,,,,6.26,19.05,17.7,1,2.3,37.3,235.2
19896,,,,,6.19,16.6,12.7,0,1.6,60.2,339.5
19897,,,,,6.46,16.25,15.8,1,2.0,63.8,122.1
19899,,,,,6.02,30.0,7.1,2,1.0,24.9,228.0
19900,,,,,5.95,19.73,11.9,2,1.5,41.6,192.1
19901,,,,,6.23,15.27,10.2,1,1.4,44.6,174.3
19902,,,,,6.32,18.76,15.2,1,1.8,61.2,185.6
19903,,,,,5.93,19.83,12.0,0,1.6,72.2,223.3
19905,,,,,6.16,22.5,14.0,0,2.1,39.1,277.0
19911,,,,,6.02,24.9,10.4,0,1.3,65.1,254.8
19915,,,,,6.35,23.5,16.2,0,1.9,12.6,87.9
19919,,,,,6.22,18.0,16.2,1,2.0,28.4,174.5
19925,,,,,6.05,58.4,28.1,0,3.5,33.9,83.2
19927,,,,,5.89,12.49,21.7,0,2.7,15.5,139.4
19934,,,,,6.31,12.63,15.6,1,1.9,46.7,331.5
19945,,,,,5.78,56.2,33.3,0,4.2,42.3,151.5
19948,,,,,6.44,13.99,11.6,1,1.4,27.6,167.4
19950,,,,,6.14,18.24,12.6,0,1.6,63.6,241.1
19953,,,,,6.34,19.15,14.0,0,1.8,58.6,300.7
19954,,,,,6.12,16.85,13.9,0,1.6,46.6,159.0
19956,,,,,5.51,26.4,16.5,1,2.1,63.8,273.3
19960,,,,,5.5,52.5,33.7,0,4.7,56.0,84.8
19962,,,,,6.2,39.2,24.7,1,3.0,36.7,255.9
19963,,,,,5.76,58.6,33.2,0,3.8,29.2,233.3
19966,,,,,5.55,31.3,10.4,0,1.5,40.7,150.1
19977,,,,,6.14,14.51,11.5,0,1.5,47.3,127.2
19980,,,,,6.27,14.81,11.6,0,1.4,50.2,85.3
19987,,,,,5.5,30.2,17.8,0,2.4,16.8,98.9
19988,,,,,6.23,38.1,20.2,0,2.5,48.8,267.7
20010,,,,,6.0,11.83,20.0,1,2.3,62.3,203.8
20014,,,,,6.13,18.48,7.3,1,0.9,42.0,127.1
20018,,,,,5.68,37.4,13.2,0,1.2,108.2,201.2
20020,,,,,6.3,31.3,8.0,0,1.0,43.5,237.7
20023,,,,,6.0,17.43,9.9,0,1.2,23.0,97.3
20031,,,,,5.78,18.52,43.3,0,3.9,87.4,81.3
20044,,,,,5.56,26.2,12.8,0,1.7,76.6,126.5
20060,,,,,5.77,19.33,10.7,0,1.2,41.7,117.1
20062,,,,,5.95,29.9,8.4,0,1.2,45.3,134.6
20073,,,,,5.89,25.7,21.1,0,1.5,84.1,202.9
20075,,,,,6.2,23.6,18.7,0,2.1,167.6,85.0
20076,,,,,5.99,31.6,14.3,0,1.6,39.8,367.1
20085,,,,,5.93,34.9,25.0,0,1.8,95.3,158.6
20094,,,,,5.92,46.3,41.3,0,2.6,138.0,332.2
20099,,,,,5.9,24.2,10.9,0,1.4,65.1,255.2
20102,,,,,5.61,33.1,10.5,0,1.3,64.1,172.4
20104,,,,,5.96,26.4,31.7,0,2.7,83.4,170.1
20105,,,,,6.43,43.9,44.6,0,5.0,40.0,261.6
20106,,,,,6.38,18.85,31.6,1,3.3,38.4,93.5
20113,,,,,6.11,14.23,16.3,0,1.4,78.8,56.2
20115,,,,,5.64,32.0,23.3,1,2.8,80.1,281.0
20117,,,,,6.15,18.06,32.0,0,3.6,61.3,113.3
20118,,,,,5.64,51.0,35.2,0,4.2,27.2,89.4
20124,,,,,5.57,13.63,13.6,0,1.2,88.2,63.5
20130,,,,,5.79,10.04,14.5,0,1.1,85.7,84.0
20138,,,,,6.44,20.6,6.3,3,0.8,33.0,175.5
20142,,,,,5.5,15.24,27.5,0,2.3,72.2,136.5
20144,,,,,5.67,32.9,16.8,0,1.6,116.2,235.4
20150,,,,,6.1,39.9,18.2,2,1.9,73.6,303.4
20152,,,,,6.41,17.72,10.3,1,1.3,70.9,204.6
20157,,,,,6.1,34.8,33.4,0,3.5,113.0,73.8
20158,,,,,5.57,20.3,8.4,0,1.0,50.0,112.1
20173,,,,,5.53,30.1,11.0,1,1.6,66.7,356.2
20176,,,,,6.2,24.7,14.4,1,1.9,83.2,297.3
20180,,,,,6.1,33.9,23.7,2,2.8,43.5,89.5
20181,,,,,5.77,41.4,28.0,0,3.1,47.4,130.3
20182,,,,,6.08,28.5,14.4,1,1.8,98.6,266.4
20183,,,,,6.17,30.4,13.6,0,1.9,79.3,268.8
20184,,,,,6.27,29.6,14.3,0,1.9,48.0,307.2
20190,,,,,5.98,40.3,12.1,0,1.7,91.9,439.2
20191,,,,,5.89,29.9,12.6,0,1.5,98.9,204.8
20195,,,,,6.29,40.0,16.9,1,1.9,46.2,439.8
20196,,,,,6.11,24.9,9.3,2,1.0,86.0,192.2
20204,,,,,6.16,41.2,31.1,0,3.2,22.9,159.6
20246,,,,,5.76,59.3,302.3,0,24.8,45.7,117.0
20274,,,,,5.7,26.8,23.3,0,2.7,37.0,89.9
20275,,,,,5.79,11.42,9.6,0,1.3,15.6,81.4
20278,,,,,6.48,16.72,15.5,1,1.9,91.2,164.9
20295,,,,,6.34,23.3,34.5,1,3.7,28.3,204.7
20297,,,,,6.39,19.94,35.6,1,3.9,35.1,150.1
20304,,,,,6.1,57.0,36.3,1,3.9,65.7,240.1
20308,,,,,6.45,27.7,11.8,2,1.7,77.9,214.3
20310,,,,,6.14,30.4,25.8,3,3.1,36.8,115.3
20323,,,,,6.13,52.7,31.3,1,3.9,24.1,99.4
20327,,,,,5.9,33.3,15.4,1,2.0,0.0,132.9
20329,,,,,5.93,12.96,8.6,1,1.1,0.0,323.8
20340,,,,,6.19,14.98,15.1,0,1.9,52.2,264.2
20343,,,,,5.94,50.5,31.8,0,3.5,18.6,91.1
20346,,,,,5.9,16.23,11.5,1,1.5,50.6,277.8
20347,,,,,5.97,23.1,14.9,0,1.8,110.1,577.8
20348,,,,,6.07,50.7,19.4,0,2.4,51.4,586.7
20350,,,,,6.14,10.88,18.1,0,1.9,49.2,197.9
20352,,,,,6.14,13.34,7.9,0,1.1,55.2,162.7
20366,,,,,5.74,12.92,24.5,0,2.3,32.3,66.9
20368,,,,,5.98,36.6,31.5,0,3.3,22.9,62.5
20369,,,,,6.39,26.5,19.8,2,2.1,47.1,147.0
20370,,,,,6.18,54.1,60.1,1,6.3,64.7,1752.9
20372,,,,,5.98,23.5,12.4,0,1.6,32.3,166.7
20379,,,,,6.3,27.4,29.6,0,3.1,66.0,218.6
20384,,,,,6.34,10.65,13.3,1,1.5,67.2,274.5
20388,,,,,5.92,32.4,12.0,0,1.5,26.9,173.5
20391,,,,,6.24,20.2,8.7,1,1.1,48.9,668.6
20393,,,,,6.05,10.97,11.2,1,1.2,23.2,65.8
20399,,,,,5.64,23.2,9.3,1,1.1,37.6,240.3
20408,,,,,5.64,21.2,21.9,0,2.5,59.5,318.5
20417,,,,,5.74,16.22,30.1,0,3.3,81.9,156.5
20418,,,,,5.59,13.26,29.4,0,3.2,39.7,156.4
20424,,,,,6.48,34.4,28.5,2,3.6,65.5,444.3
20441,,,,,6.45,16.35,15.5,0,1.6,74.1,171.4
20451,,,,,6.01,18.13,9.8,0,1.2,42.2,150.0
20452,,,,,5.85,32.9,8.9,1,1.2,75.3,230.0
20454,,,,,6.24,17.19,13.4,0,1.4,50.2,162.5
20457,,,,,6.44,30.4,9.2,1,1.3,64.4,128.0
20462,,,,,6.4,12.13,16.2,0,1.9,42.8,212.5
20468,,,,,6.02,27.2,17.8,0,2.4,84.9,202.4
20469,,,,,5.6,25.2,24.8,0,3.1,57.0,257.8
20471,,,,,6.15,10.83,13.8,0,1.6,54.2,146.0
20474,,,,,5.79,21.0,21.7,1,2.3,62.6,283.4
20477,,,,,6.48,16.92,41.4,1,4.2,79.2,922.6
20481,,,,,6.35,12.46,20.7,3,1.2,32.6,108.2
20509,,,,,6.38,15.2,48.2,4,4.4,33.7,371.1
20527,,,,,6.44,22.2,43.4,7,4.5,43.3,178.2
20530,,,,,5.88,14.07,11.7,3,1.3,21.5,221.1
20533,,,,,6.25,11.09,40.2,2,3.3,13.0,150.7
20538,,,,,5.75,16.04,31.9,1,2.9,22.1,246.9
20539,,,,,6.3,22.4,25.3,1,2.7,14.8,297.3
20549,,,,,6.46,27.7,12.0,1,1.6,74.6,222.4
20554,,,,,6.5,26.0,20.4,0,1.5,31.1,123.0
20562,,,,,5.79,48.4,19.1,0,1.8,165.0,358.0
20563,,,,,6.37,14.15,6.9,0,0.8,45.2,91.1
20564,,,,,5.9,55.9,42.2,0,4.7,87.5,320.9
20572,,,,,6.31,18.67,9.9,1,1.4,81.2,160.3
20573,,,,,6.13,20.6,22.1,0,1.9,159.0,141.9
20579,,,,,5.96,15.45,20.6,0,2.1,33.7,209.4
20580,,,,,5.87,27.3,27.5,0,3.0,73.5,427.5
20582,,,,,6.26,21.4,13.6,0,1.5,109.2,208.8
20590,,,,,6.44,14.68,15.8,0,1.8,44.5,168.4
20592,,,,,6.5,13.41,14.5,1,1.6,66.8,261.6
20599,,,,,6.36,13.64,18.6,1,2.4,34.6,175.9
20618,,,,,6.48,13.42,24.4,0,3.1,101.4,411.5
20630,,,,,5.51,11.55,23.8,0,2.6,12.3,139.9
20634,,,,,6.13,26.4,39.1,0,4.1,74.7,1275.9
20637,,,,,6.0,17.45,15.4,0,1.9,65.3,123.0
20653,,,,,6.25,10.42,22.7,1,2.2,56.8,269.4
20660,,,,,5.77,21.4,45.6,0,4.6,22.0,46.1
20661,,,,,5.58,11.24,18.5,0,2.0,53.4,185.8
20664,,,,,6.15,12.79,10.4,0,1.3,69.3,106.2
20672,,,,,6.3,10.07,20.4,1,2.2,21.7,68.2
20674,,,,,5.84,11.89,21.4,0,2.4,83.6,253.2
20676,,,,,6.27,13.46,11.3,0,1.5,50.8,149.1
20681,,,,,5.51,12.18,35.4,0,3.8,32.8,37.1
20685,,,,,5.73,10.3,28.7,0,3.6,30.8,231.6
20708,,,,,6.08,10.34,30.5,0,3.4,55.2,162.6
20709,,,,,5.87,38.6,21.3,0,2.6,98.9,186.8
20717,,,,,6.27,17.52,16.7,0,2.1,38.9,127.6
20723,,,,,5.82,53.2,35.6,0,4.0,96.0,463.0
20729,,,,,6.5,16.03,9.7,0,1.5,44.9,143.6
20731,,,,,5.59,17.88,15.4,0,1.7,45.7,175.4
20734,,,,,6.22,14.01,18.8,0,2.1,58.4,163.2
20742,,,,,6.28,14.46,13.6,0,1.8,39.1,96.1
20746,,,,,5.97,17.73,15.3,1,1.9,44.6,152.9
20748,,,,,6.48,19.36,20.1,0,2.1,24.1,163.2
20764,,,,,6.23,22.0,81.1,1,7.5,151.4,790.6
20768,,,,,6.14,14.88,9.2,0,1.3,64.5,156.7
20776,,,,,6.36,17.15,26.2,1,2.9,38.7,152.4
20780,,,,,5.6,11.63,25.0,0,2.7,22.0,148.8
20785,,,,,6.09,11.01,28.1,0,3.0,68.9,348.4
20787,,,,,6.37,11.11,14.6,0,1.8,40.3,267.5
20792,,,,,5.69,22.0,27.4,0,3.2,68.5,292.4
20793,,,,,6.16,10.89,16.0,0,2.0,19.8,71.7
20799,,,,,5.65,18.81,14.1,0,1.8,56.8,318.9
20807,,,,,5.81,10.26,12.8,0,1.7,31.2,132.6
20810,,,,,5.65,10.39,22.3,0,2.4,41.3,164.3
20811,,,,,6.18,11.19,33.8,0,3.5,60.5,85.7
20829,,,,,5.99,16.81,51.5,0,5.1,35.4,266.9
20837,,,,,5.74,11.67,18.5,0,2.1,30.9,263.9
20849,,,,,6.46,10.96,25.2,0,2.8,69.2,217.1
20858,,,,,6.16,25.8,23.7,0,2.9,86.9,219.6
20861,,,,,6.38,14.09,12.4,1,1.6,23.3,90.1
20870,,,,,6.16,19.68,24.1,0,2.7,55.5,148.4
20878,,,,,5.62,20.0,13.7,0,1.9,27.7,134.4
20879,,,,,5.94,25.9,20.7,0,2.3,131.7,623.0
20880,,,,,6.46,42.7,33.3,2,3.3,31.7,264.0
20882,,,,,5.99,10.11,26.7,0,2.6,18.8,84.8
20885,,,,,5.91,19.95,11.0,0,1.5,38.5,130.4
20891,,,,,6.34,10.41,12.6,0,1.6,51.2,118.8
20893,,,,,5.98,12.76,43.2,0,4.4,22.7,198.9
20895,,,,,6.36,10.04,12.1,0,1.5,34.3,166.4
20905,,,,,5.98,13.33,11.0,0,1.5,20.0,155.0
20914,,,,,5.56,11.13,12.0,0,1.6,41.0,114.8
20918,,,,,6.43,18.73,44.6,1,4.8,41.4,245.5
20926,,,,,6.41,12.05,12.8,0,1.7,53.3,184.7
20932,,,,,5.98,14.26,15.8,0,2.2,34.0,77.0
20937,,,,,5.89,23.7,18.4,0,2.4,23.3,116.3
20938,,,,,5.72,10.43,10.6,0,1.5,46.5,95.9
20946,,,,,6.41,17.61,17.1,0,2.1,34.9,240.5
20948,,,,,6.16,17.54,18.5,0,2.3,31.3,165.5
20951,,,,,6.39,25.8,16.8,1,2.1,57.1,580.4
20954,,,,,5.52,14.22,13.3,0,1.8,30.5,102.5
20957,,,,,6.16,10.37,12.3,1,1.6,35.5,176.4
20963,,,,,6.39,24.5,20.0,0,2.2,66.8,477.4
20975,,,,,6.18,14.4,16.0,0,2.2,41.1,178.1
20976,,,,,6.43,22.4,34.7,0,3.8,18.1,100.7
20977,,,,,6.44,12.75,15.6,0,1.9,38.6,152.6
20979,,,,,5.79,27.4,16.1,0,2.0,70.6,258.6
20991,,,,,6.04,12.38,46.0,0,3.8,28.2,123.2
20992,,,,,6.4,12.0,22.5,1,2.2,163.7,314.5
20996,,,,,5.89,12.47,61.2,3,3.3,5.6,45.7
20999,,,,,5.5,18.1,14.0,0,1.8,50.0,140.5
21001,,,,,6.37,11.32,16.4,3,2.0,29.8,149.8
21003,,,,,6.48,16.13,43.5,0,4.5,32.9,140.8
21030,,,,,6.2,23.9,14.5,0,1.8,25.0,197.2
21035,,,,,6.13,20.3,14.4,0,1.3,78.4,398.1
21037,,,,,6.36,31.2,39.8,1,4.6,7.3,245.0
21041,,,,,6.05,16.6,24.5,0,2.1,17.0,171.3
21071,,,,,6.23,11.02,6.7,0,0.8,3.0,138.2
21086,,,,,6.08,12.53,13.1,0,1.2,9.7,240.8
21089,,,,,5.67,40.5,22.7,0,2.1,17.0,120.6
21094,,,,,5.61,18.31,12.8,0,1.5,6.4,132.1
21102,,,,,5.84,14.54,7.4,0,1.0,21.6,120.6
21106,,,,,5.52,52.8,25.6,1,2.1,37.6,383.1
21108,,,,,5.59,12.85,6.3,1,0.8,6.4,69.7
21115,,,,,5.79,21.6,18.8,0,2.1,33.6,196.9
21117,,,,,6.42,40.7,34.4,1,3.7,30.0,58.0
21128,,,,,6.49,27.2,25.4,0,2.2,18.3,200.9
21135,,,,,5.87,13.8,9.5,0,0.7,5.3,88.2
21136,,,,,6.05,10.0,14.1,0,1.5,11.8,186.9
21137,,,,,6.44,10.9,7.3,0,1.1,30.0,79.7
21145,,,,,5.58,12.6,13.6,1,1.4,60.1,389.2
21147,,,,,5.84,42.1,36.5,1,3.8,19.8,294.9
